"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G"
"13","Rafer Alston","PG",31,"HOU",74,74,34.1,4.9,12.5,0.394,1.9,5.5,0.351,3,7,0.427,0.471,1.3,1.9,0.715,0.4,3.1,3.5,5.3,1.3,0.2,2.2,1.9,13.1
"14","Lou Amundson","PF",25,"PHI",16,0,4,0.5,1,0.5,0,0,0.0,0.5,1,0.5,0.5,0.1,0.4,0.286,0.4,0.3,0.8,0,0.1,0.1,0.1,0.8,1.1
"15","Chris Andersen","C",29,"NOH",5,0,6.8,0.4,1.4,0.286,0,0,0.0,0.4,1.4,0.286,0.286,0.4,0.8,0.5,0.4,1.4,1.8,0,0,0.8,0.2,1.2,1.2
"16","Derek Anderson","SG",33,"CHA",28,0,14.1,1.7,4.5,0.376,0.7,1.9,0.365,1,2.6,0.384,0.452,1,1.4,0.737,0.3,1.5,1.9,1.6,0.4,0,0.9,1.8,5
"17","Carmelo Anthony","SF",23,"DEN",77,77,36.4,9.5,19.2,0.492,0.8,2.1,0.354,8.7,17.1,0.509,0.511,6,7.7,0.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7
"18","Joel Anthony","PF",25,"MIA",24,1,20.8,1.2,2.5,0.467,0,0,0.0,1.2,2.5,0.467,0.467,1.2,2,0.592,1.6,2.3,3.9,0.1,0.4,1.3,0.7,2.3,3.5
"19","Gilbert Arenas","PG",26,"WAS",13,8,32.7,6,15.1,0.398,1.7,6,0.282,4.3,9.1,0.475,0.454,5.7,7.4,0.771,0.5,3.5,3.9,5.1,1.8,0.1,3.8,2.3,19.4
"20","Trevor Ariza","SF",22,"ORL",11,0,10.5,1.3,2.8,0.452,0,0.3,0,1.3,2.5,0.5,0.452,0.7,1.4,0.533,0.5,1.7,2.2,0.7,0.5,0.3,0.5,0.8,3.3
"21","Trevor Ariza","SF",22,"LAL",24,3,18,2.3,4.4,0.524,0.2,0.6,0.333,2.1,3.8,0.556,0.548,1.7,2.5,0.683,1,2.5,3.5,1.5,1.1,0.3,0.8,1.5,6.5
"22","Darrell Armstrong","PG",39,"NJN",50,2,11,0.8,2.2,0.364,0.5,1.4,0.333,0.3,0.8,0.415,0.468,0.4,0.6,0.667,0.3,1,1.3,1.5,0.6,0,0.8,1.1,2.5
"23","Hilton Armstrong","C",23,"NOH",65,3,11.3,1,2.3,0.453,0,0,0.0,1,2.3,0.453,0.453,0.7,1.1,0.629,1,1.5,2.5,0.4,0.2,0.5,0.9,2,2.7
"24","Carlos Arroyo","PG",28,"ORL",62,20,20.5,2.5,5.6,0.451,0.5,1.4,0.345,2.1,4.3,0.485,0.493,1.4,1.6,0.853,0.2,1.7,1.8,3.5,0.4,0,1.2,1.4,6.9
"25","Chucky Atkins","SG",33,"DEN",24,0,14.7,1.8,5.1,0.344,1,3.3,0.316,0.7,1.8,0.395,0.447,0.2,0.4,0.444,0.1,1.2,1.3,2,0.4,0,0.4,1.1,4.7
"26","James Augustine","PF",23,"ORL",25,0,6,0.7,1.4,0.529,0,0,0.0,0.7,1.4,0.529,0.529,0.2,0.3,0.5,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6
"27","Kelenna Azubuike","SG",24,"GSW",81,17,21.4,3.2,7.2,0.445,0.9,2.4,0.364,2.3,4.8,0.485,0.505,1.2,1.7,0.717,1.3,2.7,4,0.9,0.6,0.4,0.7,2,8.5
"28","Renaldo Balkman","SF",23,"NYK",65,0,14.6,1.4,2.9,0.489,0,0.2,0.083,1.4,2.7,0.517,0.492,0.6,1.5,0.432,1.3,2,3.3,0.6,0.7,0.5,0.6,2,3.4
"29","Marcus Banks","PG",26,"PHO",24,1,12.9,1.8,4.5,0.404,1,2.7,0.385,0.8,1.8,0.432,0.518,0.5,0.7,0.75,0.1,0.7,0.8,1,0.3,0.3,0.7,1.6,5.2
"30","Marcus Banks","PG",26,"MIA",12,2,21.6,3.5,6.8,0.512,1.3,3.1,0.405,2.3,3.8,0.6,0.604,1.3,1.6,0.789,0.1,2,2.1,3,0.5,0.4,1.8,2.3,9.5
"31","Leandro Barbosa","SG",25,"PHO",82,12,29.5,5.8,12.5,0.462,2,5.1,0.389,3.8,7.3,0.514,0.543,2.1,2.6,0.822,0.5,2.3,2.8,2.6,0.9,0.2,1.4,2.4,15.6
"32","J.J. Barea","PG",23,"DAL",44,9,10.5,1.6,3.9,0.418,0.5,1.2,0.389,1.1,2.6,0.431,0.479,0.6,0.8,0.8,0.1,1,1.1,1.3,0.3,0,0.8,1.1,4.3
"33","Andrea Bargnani","PF",22,"TOR",78,53,23.9,3.6,9.3,0.386,1.2,3.3,0.345,2.4,5.9,0.409,0.448,1.8,2.2,0.84,0.6,3.1,3.7,1.1,0.3,0.5,1.1,2.7,10.2
"34","Matt Barnes","PF",27,"GSW",73,18,19.4,2.6,6.1,0.423,0.7,2.5,0.293,1.8,3.6,0.513,0.483,0.8,1.1,0.747,1.3,3.2,4.4,1.9,0.7,0.5,1.2,2.2,6.7
"35","Andre Barrett","PG",25,"LAC",4,0,6.3,0.5,1.3,0.4,0.3,0.8,0.333,0.3,0.5,0.5,0.5,0.3,0.5,0.5,0,0.3,0.3,1.8,0,0,0.3,0.3,1.5
"36","Earl Barron","C",26,"MIA",46,15,19.3,2.9,7.1,0.404,0,0.3,0.077,2.8,6.8,0.417,0.405,1.3,1.9,0.701,1.5,2.8,4.3,0.6,0.4,0.2,1,2.5,7.1
"37","Brent Barry","SF",36,"SAS",31,1,17.9,2.5,5.2,0.481,1.5,3.6,0.429,0.9,1.5,0.604,0.631,0.6,0.6,0.95,0.4,1.4,1.8,1.7,0.5,0.1,0.6,1.4,7.1
"38","Brandon Bass","C",22,"DAL",79,1,19.7,3.1,6.2,0.499,0,0.1,0,3.1,6.2,0.503,0.499,2.1,2.5,0.822,1.5,2.9,4.4,0.7,0.3,0.6,1,1.9,8.3
"39","Maceo Baston","PF",32,"TOR",15,2,6.9,1.1,1.7,0.68,0,0,0.0,1.1,1.7,0.68,0.68,0.5,0.7,0.7,0.6,1.1,1.7,0.2,0.1,0.3,0.3,1.3,2.7
"40","Shane Battier","SF",29,"HOU",80,78,36.3,3.3,7.7,0.428,1.7,4.6,0.377,1.6,3.1,0.504,0.54,0.9,1.3,0.743,1.6,3.5,5.1,1.9,1,1.1,1,2.5,9.3
"41","Marco Belinelli","PG",21,"GSW",33,0,7.3,1.1,2.8,0.387,0.5,1.2,0.39,0.6,1.6,0.385,0.473,0.2,0.3,0.778,0.1,0.3,0.4,0.5,0.2,0,0.4,0.5,2.9
"42","Charlie Bell","SG",28,"MIL",68,5,23.9,2.7,7.1,0.381,1.1,3.2,0.341,1.6,4,0.413,0.457,1,1.3,0.805,0.5,2,2.5,3.1,0.8,0,1.1,1.8,7.6
"43","Raja Bell","SG",31,"PHO",75,75,35.3,4.2,10,0.421,2.3,5.9,0.401,1.9,4.2,0.449,0.538,1.1,1.2,0.868,0.6,3,3.7,2.2,0.7,0.4,0.9,2.9,11.9
"44","Mike Bibby","PG",29,"SAC",15,12,31.5,5.2,12.8,0.406,1.6,4.1,0.393,3.6,8.7,0.412,0.469,1.5,2.1,0.742,0.7,3,3.7,5,1.3,0.1,2.5,2.3,13.5
"45","Mike Bibby","PG",29,"ATL",33,32,33.3,5.2,12.5,0.414,2.1,5.7,0.369,3.1,6.8,0.451,0.498,1.7,2.1,0.797,0.2,3,3.2,6.5,1.1,0.1,2.5,1.9,14.1
"46","Andris Biedrins","C",21,"GSW",76,59,27.3,4.5,7.1,0.626,0,0,0.0,4.5,7.1,0.626,0.626,1.5,2.5,0.62,3.4,6.4,9.8,1,0.7,1.2,1.1,3.4,10.5
"47","Chauncey Billups","PG",31,"DET",78,78,32.3,5,11.2,0.448,1.8,4.4,0.401,3.3,6.9,0.479,0.526,5.1,5.6,0.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17
"48","Steve Blake","PG",27,"POR",81,78,29.9,3.2,7.9,0.408,1.5,3.7,0.406,1.7,4.2,0.409,0.502,0.6,0.8,0.766,0.4,2,2.4,5.1,0.7,0,1.4,1.6,8.5
"49","Andray Blatche","PF",21,"WAS",82,15,20.4,3.1,6.5,0.474,0,0.2,0.231,3.1,6.4,0.48,0.477,1.3,1.9,0.695,2,3.2,5.2,1.1,0.6,1.4,1.4,3.1,7.5
"50","Mark Blount","C",32,"MIA",69,46,22.3,3.4,7.5,0.462,0.2,0.6,0.386,3.2,6.8,0.469,0.479,1.3,2,0.638,1,2.8,3.8,0.6,0.5,0.5,1,1.9,8.4
"51","Keith Bogans","SG",27,"ORL",82,35,26.8,2.9,7.2,0.41,1.8,5,0.362,1.1,2.2,0.52,0.536,1,1.3,0.736,0.5,2.7,3.2,1.3,0.7,0.1,0.6,2,8.7
"52","Andrew Bogut","C",23,"MIL",78,78,34.9,6,11.7,0.511,0,0.1,0,6,11.6,0.515,0.511,2.4,4.1,0.587,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3,14.3
"53","Matt Bonner","PF",27,"SAS",68,3,12.5,1.8,4.3,0.416,0.7,2,0.336,1.1,2.3,0.487,0.495,0.6,0.6,0.864,0.8,2,2.8,0.5,0.2,0.3,0.6,1.6,4.8
"54","Josh Boone","PF",23,"NJN",70,53,25.3,3.4,6.2,0.548,0,0,0.0,3.4,6.2,0.548,0.548,1.4,3.1,0.456,2.7,4.5,7.3,0.8,0.5,0.9,1,2.2,8.2
"55","Calvin Booth","C",31,"PHI",31,0,6.6,0.3,0.9,0.333,0,0,0.0,0.3,0.9,0.333,0.333,0.2,0.3,0.6,0.2,1,1.2,0.3,0.2,0.6,0.1,1.1,0.8
"56","Carlos Boozer","PF",26,"UTA",81,81,34.9,8.8,16,0.547,0,0,0,8.8,16,0.547,0.547,3.6,4.9,0.738,2.4,8,10.4,2.9,1.2,0.5,2.6,3.6,21.1
"57","Chris Bosh","C",23,"TOR",67,67,36.2,7.6,15.3,0.494,0.1,0.4,0.4,7.4,15,0.496,0.499,7,8.3,0.844,2.6,6.1,8.7,2.6,0.9,1,2.3,2.3,22.3
"58","Bruce Bowen","SF",36,"SAS",81,81,30.2,2.1,5.3,0.407,1.1,2.7,0.419,1,2.6,0.394,0.512,0.6,0.9,0.652,0.4,2.5,2.9,1.1,0.7,0.3,0.6,2.2,6
"59","Ryan Bowen","SF",32,"NOH",53,4,12.5,0.9,1.9,0.49,0,0,0,0.9,1.9,0.495,0.49,0.3,0.5,0.552,1,0.8,1.9,0.5,0.6,0.2,0.3,1.5,2.2
"60","Earl Boykins","PG",31,"CHA",36,0,16,1.7,4.8,0.355,0.4,1.2,0.318,1.3,3.6,0.367,0.395,1.4,1.6,0.831,0.3,0.7,0.9,2.7,0.4,0,1.1,0.6,5.1
"61","Elton Brand","PF",28,"LAC",8,6,34.3,6.5,14.3,0.456,0,0,0.0,6.5,14.3,0.456,0.456,4.6,5.9,0.787,2.6,5.4,8,2,0.4,1.9,2.1,2.6,17.6
"62","Corey Brewer","SF",21,"MIN",79,35,22.8,2.3,6.2,0.374,0.1,0.5,0.194,2.2,5.7,0.389,0.382,1.1,1.4,0.8,1,2.7,3.7,1.4,1,0.3,1.1,2.4,5.8
"63","Ronnie Brewer","SG",22,"UTA",76,76,27.5,4.7,8.3,0.558,0.1,0.7,0.22,4.5,7.7,0.587,0.567,2.6,3.4,0.759,1.3,1.6,2.9,1.8,1.7,0.3,0.9,1.4,12
"64","Primoz Brezec","C",28,"CHA",20,18,13.4,0.9,2.2,0.395,0,0,0.0,0.9,2.2,0.395,0.395,0.2,0.3,0.6,0.7,1.5,2.2,0.3,0,0.2,0.8,1.8,1.9
"65","Primoz Brezec","C",28,"DET",17,0,5.8,0.6,0.8,0.769,0,0,0.0,0.6,0.8,0.769,0.769,0.4,0.8,0.5,0.4,0.7,1.1,0.2,0.1,0.1,0.3,1.4,1.6
"66","Primoz Brezec","C",28,"TOR",13,0,8.5,1.3,2.9,0.447,0,0,0.0,1.3,2.9,0.447,0.447,1.1,1.6,0.667,0.7,0.7,1.4,0.1,0.1,0.2,0.3,1.9,3.7
"67","Aaron Brooks","PG",23,"HOU",51,0,11.9,1.8,4.4,0.413,0.7,2.1,0.33,1.1,2.3,0.491,0.493,0.8,1,0.857,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1.4,5.2
"68","Andre Brown","PF",26,"MEM",33,1,8.7,1.2,2.4,0.5,0,0,0.0,1.2,2.4,0.5,0.5,0.7,1.5,0.449,1.1,1.7,2.8,0.2,0.2,0.1,0.4,1.2,3
"69","Devin Brown","SG",29,"CLE",78,20,22.6,2.8,6.8,0.409,0.6,1.9,0.308,2.2,4.9,0.447,0.451,1.4,1.8,0.754,0.8,2.5,3.4,2.2,0.7,0.1,1.3,1.8,7.5
"70","Kwame Brown","C",25,"LAL",23,14,22.1,2.3,4.5,0.515,0,0,0.0,2.3,4.5,0.515,0.515,1.1,2.8,0.406,1.3,4.3,5.7,1.2,0.7,0.8,1.6,2.5,5.7
"71","Kwame Brown","C",25,"MEM",15,1,13.6,1.3,2.6,0.487,0,0,0.0,1.3,2.6,0.487,0.487,0.9,2.3,0.412,1.3,2.5,3.8,1.1,0.4,0.3,0.9,1.6,3.5
"72","P.J. Brown","PF",38,"BOS",18,0,11.6,0.8,2.3,0.341,0,0.1,0,0.8,2.2,0.35,0.341,0.6,0.9,0.688,1.6,2.2,3.8,0.6,0.3,0.4,0.6,1.6,2.2
"73","Shannon Brown","SG",22,"CLE",15,4,14.5,2.7,7.4,0.369,0.6,1.9,0.31,2.1,5.5,0.39,0.41,0.9,1.5,0.609,0.3,0.9,1.2,1.1,0.7,0.1,1.3,1.8,7
"74","Shannon Brown","SG",22,"CHI",6,0,3.7,0.5,2.5,0.2,0,0.2,0,0.5,2.3,0.214,0.2,0.5,1,0.5,0.2,0.2,0.3,0,0.2,0.3,0.8,0.3,1.5
"75","Kobe Bryant","SG",29,"LAL",82,82,38.9,9.5,20.6,0.459,1.8,5.1,0.361,7.6,15.5,0.49,0.503,7.6,9,0.84,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3
"76","Greg Buckner","SG",31,"MIN",31,4,16.8,1.5,3.8,0.385,0.5,1.6,0.3,1,2.2,0.448,0.449,0.6,0.7,0.864,0.3,1.8,2.1,1.3,0.7,0.1,0.9,2,4
"77","Caron Butler","SF",27,"WAS",58,58,39.9,7.6,16.3,0.466,1.1,3.2,0.357,6.4,13.1,0.492,0.501,4.1,4.5,0.901,1.6,5.1,6.7,4.9,2.2,0.3,2.6,2.8,20.3
"78","Rasual Butler","SF",28,"NOH",51,8,17.2,1.8,5.1,0.35,0.9,2.6,0.331,0.9,2.5,0.37,0.435,0.5,0.6,0.839,0.3,1.6,2,0.7,0.3,0.4,0.2,1.3,4.9
"79","Andrew Bynum","C",20,"LAL",35,25,28.8,5.4,8.5,0.636,0,0,0.0,5.4,8.5,0.636,0.636,2.3,3.4,0.695,3,7.2,10.2,1.7,0.3,2.1,1.5,2.8,13.1
"80","Jose Calderon","PG",26,"TOR",82,56,30.3,4.5,8.6,0.519,1,2.2,0.429,3.5,6.4,0.551,0.575,1.3,1.5,0.908,0.4,2.5,2.9,8.3,1.1,0.1,1.5,1.6,11.2
"81","Marcus Camby","C",33,"DEN",79,79,34.9,3.6,8,0.45,0.1,0.3,0.3,3.5,7.8,0.455,0.455,1.8,2.6,0.708,2.9,10.2,13.1,3.3,1.1,3.6,1.5,2.7,9.1
"82","Brian Cardinal","PF",30,"MEM",37,1,11.9,1.2,3.4,0.341,0.7,2.2,0.309,0.5,1.2,0.4,0.44,0.4,0.5,0.684,0.7,1.9,2.6,0.6,0.3,0.1,0.6,1.7,3.4
"83","Rodney Carney","SF",23,"PHI",70,6,14.8,2.3,5.6,0.403,0.5,1.7,0.317,1.7,3.9,0.441,0.452,0.8,1.2,0.679,0.7,1.4,2.1,0.5,0.6,0.3,0.5,1.4,5.8
"84","Matt Carroll","SG",27,"CHA",80,18,25.2,3.2,7.4,0.428,1.3,3,0.436,1.8,4.4,0.422,0.517,1.4,1.7,0.804,0.4,2.4,2.8,0.9,0.6,0.2,0.7,2.3,9
"85","Anthony Carter","PG",32,"DEN",70,67,28,3.1,6.8,0.458,0.6,1.8,0.349,2.5,5,0.499,0.505,0.9,1.2,0.753,0.4,2.5,2.9,5.5,1.5,0.4,1.8,2.5,7.8
"86","Vince Carter","SG",31,"NJN",76,72,38.9,7.7,16.9,0.456,1.3,3.6,0.359,6.4,13.3,0.482,0.494,4.6,5.6,0.816,1.5,4.5,6,5.1,1.2,0.4,2.4,3.2,21.3
"87","Sam Cassell","PG",38,"LAC",38,33,25.7,4.8,10.6,0.455,0.4,1.4,0.259,4.4,9.2,0.486,0.473,2.8,3.1,0.891,0.3,2.4,2.8,4.7,0.7,0.1,2.1,1.8,12.8
"88","Sam Cassell","PG",38,"BOS",17,1,17.6,2.9,7.6,0.385,0.5,1.3,0.409,2.4,6.4,0.38,0.419,1.2,1.5,0.84,0.3,1.5,1.8,2.1,0.5,0.2,1.1,1.7,7.6
"89","Tyson Chandler","C",25,"NOH",79,79,35.2,4.8,7.7,0.623,0,0,0,4.8,7.6,0.624,0.623,2.2,3.7,0.593,4.1,7.7,11.7,1,0.6,1.1,1.7,3.1,11.8
"90","Wilson Chandler","SF",20,"NYK",35,16,19.6,3,6.9,0.438,0.3,0.9,0.3,2.8,6.1,0.458,0.457,1,1.5,0.63,1.1,2.5,3.6,0.9,0.4,0.5,0.8,2.4,7.3
"91","Josh Childress","SF",24,"ATL",76,0,29.9,4.3,7.5,0.571,0.3,0.8,0.367,4,6.8,0.595,0.59,2.9,3.6,0.807,2.3,2.6,4.9,1.5,0.9,0.6,1.3,1.7,11.8
"92","Jarron Collins","C",29,"UTA",70,9,10,0.5,1.2,0.439,0,0,0,0.5,1.2,0.444,0.439,0.7,1.1,0.622,0.6,1.1,1.7,0.5,0.1,0.1,0.3,1.5,1.7
"93","Jason Collins","C",29,"NJN",43,23,15.9,0.5,1.3,0.426,0,0,0.0,0.5,1.3,0.426,0.426,0.3,0.8,0.389,0.8,1.3,2.1,0.4,0.3,0.2,0.5,2.6,1.4
"94","Jason Collins","C",29,"MEM",31,3,15.7,1,1.9,0.508,0,0,0,1,1.9,0.517,0.508,0.6,1.2,0.526,0.9,1.9,2.9,0.2,0.4,0.5,0.8,2.7,2.6
"95","Mardy Collins","SG",23,"NYK",46,8,13.8,1.2,3.8,0.326,0.2,0.7,0.25,1.1,3.1,0.343,0.349,0.5,0.8,0.605,0.4,1.2,1.6,1.9,0.5,0.2,1.2,1.2,3.2
"96","Nick Collison","PF",27,"SEA",78,35,28.5,4.1,8.2,0.502,0,0,0,4.1,8.2,0.504,0.502,1.6,2.1,0.737,3.3,6.1,9.4,1.4,0.6,0.8,1.5,3.2,9.8
"97","Mike Conley","PG",20,"MEM",53,46,26.1,3.6,8.3,0.428,0.6,1.7,0.33,3,6.6,0.453,0.462,1.7,2.3,0.732,0.4,2.2,2.6,4.2,0.8,0,1.7,1.6,9.4
"98","Brian Cook","PF",27,"LAL",6,2,11.7,0.7,3.5,0.19,0.3,1.7,0.2,0.3,1.8,0.182,0.238,0.7,0.7,1,0.7,1,1.7,0.5,0.3,0,0.7,1,2.3
"99","Brian Cook","PF",27,"ORL",45,0,12.4,1.9,4.7,0.394,0.9,2.3,0.39,1,2.4,0.398,0.491,0.3,0.4,0.882,0.5,1.7,2.2,0.5,0.2,0.3,0.8,1.9,5
"100","Daequan Cook","SG",20,"MIA",59,19,24.4,3.3,8.7,0.381,1.3,4,0.332,2,4.7,0.424,0.458,0.8,1,0.825,0.3,2.7,3,1.3,0.4,0.2,1.1,2.7,8.8
"101","Jamal Crawford","SG",27,"NYK",80,80,39.9,7.1,17.4,0.41,2.2,6.2,0.356,4.9,11.2,0.439,0.473,4.1,4.8,0.864,0.5,2.1,2.6,5,1,0.2,2.4,1.8,20.6
"102","Javaris Crittenton","SG",20,"LAL",22,0,7.8,1.2,2.4,0.491,0,0.1,0.333,1.1,2.3,0.5,0.5,0.9,1.3,0.679,0.3,0.6,1,0.8,0.3,0,1,0.5,3.3
"103","Javaris Crittenton","SG",20,"MEM",28,0,18.1,2.6,6.4,0.4,0.3,1.2,0.265,2.3,5.2,0.432,0.425,1.9,2.7,0.697,0.7,2.5,3.2,1.2,0.4,0.1,1.2,1.3,7.4
"104","Austin Croshere","PF",32,"GSW",44,0,10.4,1.4,3.1,0.445,0.5,1.4,0.361,0.9,1.7,0.513,0.526,0.7,0.7,0.906,0.8,1.6,2.4,0.7,0.2,0.1,0.5,1.4,3.9
"105","Eddy Curry","C",25,"NYK",59,58,25.9,5,9.2,0.546,0,0,0.0,5,9.2,0.546,0.546,3.2,5.1,0.623,1.9,2.8,4.7,0.5,0.2,0.5,2.1,2.7,13.2
"106","Samuel Dalembert","C",26,"PHI",82,82,33.2,4.1,8.1,0.513,0,0,0,4.1,8,0.514,0.513,2.3,3.2,0.707,3.7,6.6,10.4,0.5,0.5,2.3,1.9,3.3,10.5
"107","Erick Dampier","C",32,"DAL",72,64,24.4,2.5,3.8,0.643,0,0,0.0,2.5,3.8,0.643,0.643,1.2,2,0.575,2.9,4.6,7.5,0.9,0.3,1.5,1.1,3.1,6.1
"108","Antonio Daniels","PG",32,"WAS",71,63,30.4,2.9,6.3,0.459,0.2,1,0.23,2.6,5.3,0.504,0.478,2.4,3.1,0.776,0.3,2.5,2.9,4.8,1,0,1.3,1.1,8.4
"109","Marquis Daniels","SG",27,"IND",74,1,20.9,3.3,7.6,0.43,0.4,1.4,0.265,2.9,6.2,0.466,0.454,1.3,1.9,0.698,0.9,2,2.9,1.9,1.1,0.2,1.5,1.6,8.2
"110","Jermareo Davidson","SF",23,"CHA",38,2,8.5,1.3,3.3,0.408,0,0,0.0,1.3,3.3,0.408,0.408,0.5,0.7,0.643,0.6,1.1,1.6,0.3,0.2,0.4,0.4,1.2,3.2
"111","Baron Davis","PG",28,"GSW",82,82,39,7.9,18.6,0.426,2.1,6.4,0.33,5.8,12.2,0.477,0.483,3.9,5.2,0.75,1.2,3.5,4.7,7.6,2.3,0.5,2.8,3,21.8
"112","Glen Davis","C",22,"BOS",69,1,13.6,1.6,3.2,0.484,0,0,0.0,1.6,3.2,0.484,0.484,1.4,2.2,0.66,1.4,1.6,3,0.4,0.4,0.3,0.9,2.3,4.5
"113","Paul Davis","PF",23,"LAC",22,1,8.8,1.1,3,0.369,0,0,0.0,1.1,3,0.369,0.369,0.3,0.5,0.6,1.1,1,2.1,0.5,0.3,0.3,0.4,1.5,2.5
"114","Ricky Davis","SF",28,"MIA",82,47,36.1,5.1,11.8,0.433,1.6,4.1,0.405,3.5,7.8,0.447,0.502,1.9,2.4,0.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.8
"115","Carlos Delfino","SG",25,"TOR",82,0,23.5,3.1,7.7,0.397,1.5,3.8,0.382,1.6,3.9,0.412,0.492,1.4,1.9,0.744,0.8,3.6,4.4,1.8,0.8,0.1,0.9,2.2,9
"116","Luol Deng","SF",22,"CHI",63,59,33.8,6.8,14.2,0.479,0.1,0.3,0.364,6.7,13.9,0.482,0.483,3.2,4.2,0.77,2.2,4.1,6.3,2.5,0.9,0.5,1.9,1.9,17
"117","Boris Diaw","PF",25,"PHO",82,19,28.1,3.8,7.9,0.477,0.2,0.5,0.317,3.6,7.4,0.488,0.487,1.2,1.6,0.744,1.2,3.4,4.6,3.9,0.7,0.5,1.9,2,8.8
"118","Yakhouba Diawara","SG",25,"DEN",54,14,10,1,2.5,0.41,0.4,1.2,0.318,0.6,1.3,0.5,0.489,0.4,0.6,0.71,0.4,0.7,1.1,0.7,0.1,0.1,0.3,1.1,2.8
"119","Guillermo Diaz","SG",22,"LAC",6,0,3,0.2,0.7,0.25,0,0.2,0,0.2,0.5,0.333,0.25,0.5,0.8,0.6,0.3,0,0.3,0.2,0,0,0,0,0.8
"120","Dan Dickau","PG",29,"LAC",67,8,15.5,1.9,4.4,0.419,0.5,1.6,0.333,1.3,2.8,0.468,0.48,1,1.2,0.829,0.2,1.3,1.4,2.6,0.5,0,0.8,1.6,5.3
"121","Kaniel Dickens","PF",29,"CLE",5,0,2.4,0.2,0.6,0.333,0,0,0.0,0.2,0.6,0.333,0.333,0,0,0.0,0,0.2,0.2,0.2,0,0.2,0,0.2,0.4
"122","Travis Diener","PG",25,"IND",66,21,20.5,2.4,6.5,0.37,1.1,3.5,0.318,1.3,3,0.431,0.456,1,1.1,0.901,0.4,1.3,1.7,3.8,0.5,0.1,0.8,1.6,6.9
