"","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"18","Kyle Anderson","SF",21,"SAS",33,358,8.2,0.389,0.124,0.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,0.0,-0.3,0.6,0.3,0.044,0.0,-5.2,2.4,-2.7,-0.1
"19","Ryan Anderson","PF",26,"NOP",61,1675,15.6,0.524,0.492,0.207,7.3,12.7,10,5.4,1,0.9,7.2,23.4,0.0,2.6,0.9,3.5,0.1,0.0,2,-3.1,-1.1,0.4
"20","Giannis Antetokounmpo","SG",20,"MIL",81,2541,14.8,0.552,0.056,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,0.0,2.2,4,6.2,0.117,0.0,-1.7,2.1,0.5,1.6
"21","Carmelo Anthony","SF",30,"NYK",40,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,0.0,2.2,0.6,2.9,0.097,0.0,3.5,-2.2,1.4,1.2
"22","Joel Anthony","C",32,"DET",49,406,14.7,0.607,0,0.355,8.2,17,12.4,1.8,1.5,9.5,14.3,9.1,0.0,0.5,0.7,1.2,0.142,0.0,-3.4,4.8,1.4,0.3
"23","Pero Antic","PF",32,"ATL",63,1037,9.5,0.508,0.584,0.416,6.6,14,10.4,6.9,0.9,1.1,12.3,17.6,0.0,0.5,1,1.5,0.07,0.0,-1.3,-1.4,-2.7,-0.2
"24","Trevor Ariza","SF",29,"HOU",82,2930,12.7,0.539,0.61,0.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,0.0,2.7,3.9,6.6,0.108,0.0,0.6,1.3,1.9,2.9
"25","Darrell Arthur","PF",26,"DEN",58,988,11.5,0.466,0.286,0.154,5.6,13.4,9.3,9.3,2.4,2.1,10.3,20,0.0,-0.1,0.9,0.9,0.042,0.0,-1.8,0.7,-1.1,0.2
"26","Omer Asik","C",28,"NOP",76,1982,15.5,0.545,0,0.546,14,28.8,21.4,5.4,0.8,2.1,15.7,14,0.0,2.8,2.2,5,0.12,0.0,-1.3,0.6,-0.7,0.6
"27","D.J. Augustin","PG",27,"DET",54,1287,15.8,0.536,0.325,0.367,1.1,7.6,4.2,33.2,1.3,0.1,17,22.2,0.0,2,0.6,2.5,0.094,0.0,0.8,-3.1,-2.4,-0.1
"28","D.J. Augustin","PG",27,"OKC",28,677,10.2,0.503,0.516,0.194,1.1,8.4,4.8,18.5,1.2,0.1,14.8,15.1,0.0,0.5,0.4,0.9,0.063,0.0,-0.9,-2,-2.8,-0.1
"29","Jeff Ayres","PF",27,"SAS",51,383,14.4,0.618,0,0.379,11.2,23.3,17.3,5.5,1.1,1.6,19,16.3,0.0,0.6,0.6,1.2,0.147,0.0,-2.1,0.4,-1.7,0
"30","Luke Babbitt","SF",25,"NOP",63,830,11.1,0.639,0.599,0.099,1.6,13.5,7.6,4.3,1.1,1,11.5,12.4,0.0,1.1,0.5,1.6,0.092,0.0,0,-1.4,-1.4,0.1
"31","Cameron Bairstow","PF",24,"CHI",18,64,2.1,0.309,0,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,0.0,-0.1,0,-0.1,-0.048,0.0,-6.7,-1,-7.7,-0.1
"32","Leandro Barbosa","SG",32,"GSW",66,982,15.3,0.558,0.29,0.192,2.6,7.2,5,14.9,2,0.6,9.5,20.5,0.0,1.6,1.2,2.8,0.137,0.0,0.4,-1.2,-0.8,0.3
"33","J.J. Barea","PG",30,"DAL",77,1362,15.1,0.502,0.312,0.175,1.8,9,5.4,29.5,1.2,0.1,10.8,21.2,0.0,2.1,0.6,2.7,0.096,0.0,1,-2.5,-1.5,0.2
"34","Andrea Bargnani","C",29,"NYK",29,785,16.6,0.527,0.114,0.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0.0,0.8,0.2,0.9,0.058,0.0,-1,-2.7,-3.7,-0.3
"35","Harrison Barnes","SF",22,"GSW",82,2318,13.4,0.573,0.328,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9,14.9,0.0,3.7,3,6.7,0.139,0.0,0.5,0.6,1.1,1.8
"36","Matt Barnes","SF",34,"LAC",76,2271,11.3,0.574,0.603,0.152,2.6,12.2,7.5,7.2,1.5,1.8,11.6,14.9,0.0,2.2,2.1,4.3,0.091,0.0,0.9,0.7,1.6,2.1
"37","Earl Barron","C",33,"PHO",16,143,5,0.361,0.103,0.308,10.6,10.8,10.7,4.9,1.4,1.1,10.1,15.1,0.0,-0.1,0.1,0,-0.011,0.0,-5,-0.9,-5.9,-0.1
"38","Will Barton","SG",24,"POR",30,300,8.3,0.422,0.18,0.15,1.1,10.8,6.1,13.4,2.4,1,13.8,18.5,0.0,-0.4,0.4,0,0.002,0.0,-4.9,0.8,-4,-0.2
"39","Will Barton","SG",24,"DEN",28,683,15.9,0.533,0.265,0.312,3.5,17.2,10.1,12.8,2.5,1.7,13.3,21,0.0,0.6,0.7,1.3,0.089,0.0,-0.4,1.2,0.9,0.5
"40","Brandon Bass","PF",29,"BOS",82,1929,16.3,0.557,0.047,0.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,0.0,3.4,1.9,5.3,0.132,0.0,-0.4,-0.1,-0.5,0.7
"41","Nicolas Batum","SF",26,"POR",71,2380,13.1,0.516,0.515,0.163,2.8,15.6,9.4,20.5,1.7,1.2,17,14.6,0.0,2,3.2,5.2,0.105,0.0,0.6,2.6,3.1,3.1
"42","Jerryd Bayless","PG",26,"MIL",77,1717,11.1,0.519,0.233,0.266,1.5,12.5,7,21,1.8,0.6,18.8,18.6,0.0,0.3,2,2.4,0.066,0.0,-2.3,-0.3,-2.6,-0.3
"43","Aron Baynes","C",28,"SAS",70,1122,15.9,0.618,0.012,0.318,11.2,20.7,16.1,4.9,0.7,1.5,14.8,17.8,0.0,2.3,1.6,3.9,0.166,0.0,-0.7,-0.2,-1,0.3
"44","Kent Bazemore","SG",25,"ATL",75,1324,9.7,0.52,0.399,0.302,1.9,16.8,9.6,8.6,2,2.1,16.3,15.5,0.0,-0.4,1.9,1.6,0.057,0.0,-3.1,1.3,-1.8,0.1
"45","Bradley Beal","SG",21,"WAS",63,2107,14,0.521,0.304,0.195,3.1,9.6,6.4,15,1.8,0.7,11.7,22.5,0.0,1.3,2.4,3.7,0.085,0.0,0.5,-0.1,0.5,1.3
"46","Michael Beasley","SF",26,"MIA",24,505,10.6,0.474,0.16,0.123,2.9,17.9,10.6,11.5,1.6,2.2,14.2,24.2,0.0,-0.6,0.5,-0.1,-0.007,0.0,-4.3,-0.4,-4.7,-0.3
"47","Marco Belinelli","SG",28,"SAS",62,1388,12.4,0.553,0.489,0.211,2.2,10.5,6.4,10.3,1.1,0.2,10.6,18.8,0.0,1.5,1.4,2.9,0.1,0.0,0.6,-1.1,-0.5,0.5
"48","Jerrelle Benimon","PF",23,"UTA",2,3,4.7,0.0,0.0,0.0,38.7,76.6,57.8,0,0,0,100,15.3,0.0,0,0,0,-0.215,0.0,-20.3,-6.6,-26.9,0
"49","Anthony Bennett","PF",21,"MIN",57,894,11.4,0.458,0.077,0.215,6.5,21.6,13.8,8.7,1.5,1.4,10,17.8,0.0,-0.1,0.4,0.3,0.017,0.0,-3.6,-1.2,-4.8,-0.6
"50","Patrick Beverley","PG",26,"HOU",56,1727,11.3,0.509,0.607,0.113,4.3,10.8,7.6,17.2,1.7,1,12.9,16.1,0.0,1.7,1.8,3.5,0.096,0.0,0.5,0.3,0.8,1.2
"51","Sim Bhullar","C",22,"SAC",3,3,44.3,0.5,0,0,0,36.5,18.9,78.5,0,26.3,0,29.4,0.0,0,0,0,0.389,0.0,9.4,17.1,26.6,0
"52","Bismack Biyombo","C",22,"CHO",64,1243,15.2,0.578,0,0.941,13.7,22.6,18,2,0.7,6.3,16.5,11.6,0.0,1.8,2.2,4,0.156,0.0,-3.2,2.8,-0.4,0.5
"53","Tarik Black","C",23,"HOU",25,393,11.6,0.548,0.012,0.349,16.3,19.3,17.8,3.1,0.8,0.4,16.6,12.7,0.0,0.5,0.4,0.9,0.113,0.0,-2.4,-1.3,-3.7,-0.2
"54","Tarik Black","C",23,"LAL",38,803,16.3,0.598,0,0.468,11.1,22.5,16.6,6.8,0.8,2.2,11.2,14.3,0.0,1.7,0.4,2.2,0.129,0.0,-0.3,-0.2,-0.5,0.3
"55","DeJuan Blair","PF",25,"WAS",29,180,7.7,0.469,0,0.105,10.3,24.5,17.5,2.6,2,0.4,17.9,18.3,0.0,-0.2,0.3,0.1,0.033,0.0,-6.4,-1,-7.4,-0.2
"56","Steve Blake","PG",34,"POR",81,1529,9.5,0.507,0.67,0.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,0.0,0.7,1.4,2.1,0.066,0.0,-1.2,-0.9,-2.1,0
"57","Eric Bledsoe","PG",25,"PHO",81,2800,18.4,0.555,0.26,0.422,2.8,13.9,8.3,27.9,2.3,1.2,18.1,23.7,0.0,4.1,2.9,7,0.119,0.0,1.7,0.9,2.6,3.3
"58","Vander Blue","SG",22,"LAL",2,74,4,0.342,0.333,0.167,2.9,10.9,6.7,16.8,2.1,0,15.7,23,0.0,-0.3,0,-0.2,-0.156,0.0,-6,-2.5,-8.5,-0.1
"59","Bojan Bogdanovic","SF",25,"BRK",78,1854,11.6,0.562,0.444,0.184,3,9.8,6.4,5.8,0.9,0.4,11.1,17.2,0.0,1.7,0.7,2.4,0.062,0.0,0,-1.9,-1.8,0.1
"60","Andrew Bogut","C",30,"GSW",67,1583,15.8,0.565,0,0.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,0.0,1.9,3.4,5.2,0.159,0.0,-1.4,5.5,4.1,2.4
"61","Matt Bonner","PF",34,"SAS",72,935,10.1,0.536,0.548,0.161,3.6,10.2,7,7.1,0.5,1,4.3,12.5,0.0,1.3,0.9,2.1,0.11,0.0,-0.2,-0.7,-0.9,0.3
"62","Trevor Booker","PF",27,"UTA",79,1564,15.3,0.536,0.181,0.319,10.3,19,14.7,9,1.5,2.1,14.3,18.1,0.0,1.7,1.9,3.6,0.11,0.0,-0.6,0.7,0.2,0.9
"63","Carlos Boozer","PF",33,"LAL",71,1692,16.4,0.517,0,0.202,7,25.2,15.7,10.3,1.2,0.6,10.2,23.7,0.0,1.2,1,2.2,0.062,0.0,-1.8,-1.5,-3.3,-0.6
"64","Chris Bosh","C",30,"MIA",44,1556,19.8,0.548,0.226,0.311,3.6,20,12,12,1.4,1.4,10.1,28.4,0.0,2.1,1.5,3.6,0.111,0.0,1,-1,-0.1,0.8
"65","Avery Bradley","SG",24,"BOS",77,2428,11.5,0.507,0.348,0.099,2,8.9,5.4,8.9,1.7,0.5,9.4,21,0.0,0.4,2.1,2.5,0.049,0.0,-0.8,-0.9,-1.7,0.2
"66","Elton Brand","C",35,"ATL",36,486,9.4,0.457,0.011,0.242,6.8,16.4,11.8,6.4,1.8,4.3,14.6,11.6,0.0,-0.1,0.8,0.7,0.07,0.0,-4.5,3.1,-1.4,0.1
"67","Corey Brewer","SF",28,"MIN",24,680,13.8,0.484,0.182,0.347,5.2,10.8,7.9,18.6,4,0.5,16.2,20.1,0.0,0,0.4,0.4,0.028,0.0,-0.5,0.4,-0.1,0.3
"68","Corey Brewer","SF",28,"HOU",56,1407,14,0.516,0.334,0.255,3.8,12.1,8,11.5,2.1,0.8,11.2,22.4,0.0,1,1.6,2.7,0.091,0.0,-1,-0.6,-1.6,0.2
"69","Aaron Brooks","PG",30,"CHI",82,1885,14.4,0.534,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25,0.0,1.7,1.5,3.3,0.083,0.0,1,-2.4,-1.4,0.3
"70","Jabari Brown","SG",22,"LAL",19,568,11,0.547,0.365,0.5,0.6,6.7,3.5,11,1.1,0.3,13.4,18.8,0.0,0.4,0,0.4,0.033,0.0,-0.8,-3,-3.8,-0.3
"71","Lorenzo Brown","PG",24,"MIN",29,549,11,0.468,0.23,0.156,2.8,12,7.3,24.9,2.6,0.9,18.7,12.9,0.0,0.1,0.2,0.3,0.025,0.0,-1.9,-0.6,-2.6,-0.1
"72","Markel Brown","SG",23,"BRK",47,781,9.1,0.459,0.305,0.271,2.3,13,7.7,7.4,2.1,1.2,10.3,15.3,0.0,-0.2,0.7,0.5,0.031,0.0,-3,0.3,-2.7,-0.1
"73","Shannon Brown","SG",29,"MIA",5,89,4.4,0.482,0.368,0.211,0,1.3,0.7,5.2,2.4,0,16.2,13.1,0.0,-0.1,0,0,-0.016,0.0,-4.2,-1.9,-6.1,-0.1
"74","Kobe Bryant","SG",36,"LAL",35,1207,17.6,0.477,0.258,0.338,2.3,16.5,9.1,29.9,2,0.5,13.5,34.9,0.0,-0.4,0.6,0.2,0.006,0.0,1.6,-1.3,0.3,0.7
"75","Chase Budinger","SF",26,"MIN",67,1286,12.2,0.537,0.367,0.208,2.8,15.1,8.8,8,1.7,0.6,10.3,16.3,0.0,1.1,0.2,1.3,0.049,0.0,-0.9,-1.9,-2.8,-0.3
"76","Reggie Bullock","SF",23,"LAC",25,263,8.8,0.578,0.722,0.093,0,16.8,8.6,3.1,1.7,0.6,9.6,10.7,0.0,0.1,0.3,0.4,0.074,0.0,-1.7,-0.4,-2.1,0
"77","Reggie Bullock","SF",23,"PHO",11,75,-3.1,0.113,0.438,0.25,1.4,13.3,7.3,3.4,0.7,2,10.1,11.6,0.0,-0.3,0,-0.3,-0.173,0.0,-10.5,-0.3,-10.8,-0.2
"78","Trey Burke","PG",22,"UTA",76,2288,12.6,0.455,0.388,0.144,1.6,8.7,5.2,25,1.5,0.5,10.4,23.9,0.0,0.8,1.6,2.4,0.05,0.0,0,-1.9,-1.9,0.1
"79","Alec Burks","SG",23,"UTA",27,899,13,0.524,0.227,0.43,2.5,12.1,7.3,15.2,1,0.4,12.7,20.8,0.0,1.1,0.6,1.7,0.089,0.0,-0.4,-1.1,-1.6,0.1
"80","Caron Butler","SF",34,"DET",78,1623,9.3,0.544,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,0.0,1.3,1,2.4,0.07,0.0,-1,-0.5,-1.5,0.2
"81","Jimmy Butler","SG",25,"CHI",65,2513,21.3,0.583,0.212,0.508,5.1,11.2,8.2,14.4,2.3,1,7.7,21.6,0.0,8.2,3,11.2,0.214,0.0,4.1,0.6,4.7,4.2
"82","Rasual Butler","SF",35,"WAS",75,1505,11.4,0.531,0.455,0.13,2.1,12.4,7.4,6.5,1,1.2,8.1,17.9,0.0,1,1.6,2.6,0.084,0.0,-0.8,-0.8,-1.7,0.1
"83","Dwight Buycks","PG",25,"LAL",6,123,13.1,0.586,0.275,0.25,1.7,9.3,5.4,18.4,1.2,0,21.3,20.4,0.0,0.1,0,0.1,0.027,0.0,-1.6,-3.3,-4.9,-0.1
"84","Will Bynum","SG",32,"WAS",7,67,4.8,0.336,0.29,0.129,3.4,6.6,5,42.2,0.8,1.2,19.6,27.6,0.0,-0.2,0.1,-0.2,-0.132,0.0,-5.8,-3.3,-9.1,-0.1
"85","Bruno Caboclo","SF",19,"TOR",8,23,-1.8,0.417,0.25,0,5,5,5,0,0,3.5,25,31.5,0.0,-0.1,0,-0.1,-0.275,0.0,-12.6,-6.3,-18.9,-0.1
"86","Nick Calathes","SG",25,"MEM",58,838,12.3,0.455,0.174,0.182,2.6,11.8,7.2,26.6,3.9,0.5,18.6,17.9,0.0,-0.4,1.5,1.1,0.065,0.0,-2.1,1.8,-0.3,0.4
"87","Jose Calderon","PG",33,"NYK",42,1270,11.3,0.519,0.401,0.09,1.7,9.8,5.6,25.6,1.3,0,16.9,16.1,0.0,0.8,0.1,0.9,0.033,0.0,-0.5,-2.6,-3.2,-0.4
"88","Kentavious Caldwell-Pope","SG",21,"DET",82,2587,11.2,0.501,0.457,0.163,1.9,9.1,5.4,6.8,1.9,0.5,8.3,19.5,0.0,1.1,1.8,2.8,0.052,0.0,-0.2,-0.9,-1,0.6
"89","Isaiah Canaan","PG",23,"HOU",25,369,11.8,0.549,0.641,0.16,3.3,6.6,4.9,12.6,1.9,0,14.1,19.2,0.0,0.3,0.3,0.6,0.084,0.0,0,-2.3,-2.3,0
"90","Isaiah Canaan","PG",23,"PHI",22,569,12.8,0.526,0.656,0.158,1.3,9.4,5.1,22.7,1.3,0.4,12.9,23.2,0.0,0.4,0.3,0.8,0.065,0.0,1.1,-3.3,-2.2,0
"91","Clint Capela","C",20,"HOU",12,90,12.1,0.409,0,0.793,12.3,31.8,22.1,3.6,0.6,7.8,11.3,21.3,0.0,-0.2,0.2,0,0.019,0.0,-8.8,1,-7.8,-0.1
"92","DeMarre Carroll","SF",28,"ATL",70,2189,15.9,0.603,0.466,0.277,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,0.0,4.3,2.8,7,0.154,0.0,2.4,0.5,2.9,2.7
"93","Vince Carter","SG",38,"MEM",66,1091,9.6,0.445,0.571,0.14,2.8,11.1,7,11.1,2.1,1.1,9.1,19.9,0.0,-0.5,1.4,1,0.043,0.0,-1.1,-0.3,-1.4,0.2
"94","Michael Carter-Williams","PG",23,"PHI",41,1391,12.8,0.444,0.205,0.298,3.2,17.3,9.9,40.9,2.2,1,20.1,27.1,0.0,-2.1,1.6,-0.5,-0.017,0.0,-1.9,0.6,-1.3,0.2
"95","Michael Carter-Williams","PG",23,"MIL",25,758,16.3,0.496,0.091,0.354,3.2,11.7,7.5,30.8,3.4,1.3,18.2,25.8,0.0,0,1.3,1.3,0.08,0.0,-1,1.4,0.4,0.5
"96","Omri Casspi","SF",26,"SAC",67,1416,14.4,0.58,0.204,0.447,4.5,15.9,10.4,11.8,1.1,0.5,14.7,18.7,0.0,2,0.6,2.7,0.091,0.0,0,-1.3,-1.3,0.3
"97","Mario Chalmers","PG",28,"MIA",80,2368,11.7,0.521,0.374,0.401,1.2,9,5.2,21,2.7,0.4,18.2,18.9,0.0,0.8,2,2.8,0.056,0.0,-0.6,-0.4,-1,0.6
"98","Tyson Chandler","C",32,"DAL",75,2286,20.1,0.697,0,0.584,14.1,27.4,20.7,5.3,0.9,3.2,16,12.8,0.0,7.2,3.1,10.3,0.216,0.0,1.9,2.3,4.2,3.6
"99","Wilson Chandler","SF",27,"DEN",78,2471,13.2,0.523,0.416,0.146,4.1,17.2,10.4,8.9,1.2,0.9,9.6,20.1,0.0,2.1,1.5,3.6,0.071,0.0,0.5,-0.4,0.2,1.3
"100","Will Cherry","PG",23,"CLE",8,69,5.8,0.347,0.474,0.316,1.7,6.6,4.2,16.4,4.5,1.1,15.6,16.8,0.0,-0.1,0.1,0,-0.021,0.0,-4.4,0.7,-3.7,0
"101","Patrick Christopher","SG",26,"UTA",4,29,-2.6,0.25,0.333,0,8,15.9,12,0,1.8,0,7.7,20.6,0.0,-0.1,0,-0.1,-0.15,0.0,-10.6,-5.7,-16.3,-0.1
"102","Earl Clark","PF",27,"BRK",10,93,6.7,0.425,0.467,0.133,1.2,26.5,13.9,5,1.7,3.5,15.9,18.5,0.0,-0.2,0.1,-0.1,-0.037,0.0,-6.6,0.5,-6.1,-0.1
"103","Ian Clark","SG",23,"UTA",23,161,8.3,0.476,0.568,0.114,2.9,6.4,4.7,9.7,2,1,13.2,15.1,0.0,0,0.1,0.1,0.044,0.0,-2.1,-1.2,-3.3,-0.1
"104","Ian Clark","SG",23,"DEN",7,31,11.6,0.509,0.455,0.364,0,10.8,5.2,9.9,4.8,2.5,13.6,20.6,0.0,0,0,0.1,0.083,0.0,-1.8,1.6,-0.2,0
"105","Jordan Clarkson","PG",22,"LAL",59,1476,16.9,0.528,0.203,0.265,4,10.5,7.1,23.8,1.8,0.7,12.6,23,0.0,2,0.4,2.4,0.078,0.0,1.4,-1.7,-0.3,0.6
"106","Victor Claver","SF",26,"POR",10,76,9.2,0.6,0.55,0,4.3,23.5,14.1,1.9,0.7,0.9,16.7,14.1,0.0,0,0.1,0.1,0.086,0.0,-2.9,-1.3,-4.2,0
"107","Norris Cole","PG",26,"MIA",47,1148,9.9,0.452,0.333,0.15,1.3,9.8,5.7,22.9,1.9,0.6,15.1,15.7,0.0,-0.1,0.8,0.6,0.027,0.0,-2.1,-0.9,-2.9,-0.3
"108","Norris Cole","PG",26,"NOP",28,683,12.6,0.52,0.294,0.139,0.2,8.3,4.2,21.2,1.2,0.8,13.3,20.6,0.0,0.5,0.3,0.7,0.052,0.0,-0.5,-2.6,-3.1,-0.2
"109","Darren Collison","PG",27,"SAC",45,1565,17.5,0.575,0.293,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,0.0,3,0.8,3.8,0.116,0.0,2.8,-1.3,1.5,1.4
"110","Nick Collison","PF",34,"OKC",66,1101,11.2,0.485,0.237,0.257,8.9,15.3,12.2,11.6,1.6,1.8,13.8,12.8,0.0,1,1.2,2.2,0.097,0.0,-1.1,1.2,0.1,0.6
"111","Mike Conley","PG",27,"MEM",70,2225,18.6,0.558,0.314,0.282,1.5,9.2,5.4,28,2.1,0.5,13.6,23.7,0.0,4.2,2.7,6.8,0.147,0.0,3.2,-0.5,2.7,2.6
"112","Jack Cooley","PF",23,"UTA",16,87,11.4,0.432,0,0.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18,0.0,0,0.2,0.2,0.092,0.0,-4.4,0.4,-4,0
"113","Chris Copeland","SF",30,"IND",50,828,7.4,0.468,0.539,0.145,3.1,11.7,7.4,9.9,0.7,1,15.2,21.3,0.0,-0.9,0.8,-0.1,-0.008,0.0,-2.8,-1.5,-4.3,-0.5
"114","Bryce Cotton","PG",22,"UTA",15,159,14.5,0.52,0.29,0.261,2.2,10.8,6.5,17,1.3,0,13.5,25.6,0.0,0.1,0.1,0.2,0.067,0.0,-1.2,-3.2,-4.4,-0.1
"115","DeMarcus Cousins","C",24,"SAC",59,2013,25.2,0.545,0.008,0.508,10.8,30.6,21.1,20.4,2.3,4,16.3,34.1,0.0,2.8,3.2,6,0.144,0.0,1.4,3.3,4.7,3.4
"116","Robert Covington","SF",24,"PHI",70,1956,14.7,0.554,0.59,0.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,0.0,1.6,2.3,4,0.097,0.0,0.6,-0.5,0.2,1.1
"117","Allen Crabbe","SG",22,"POR",51,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.0,0.5,0.8,1.3,0.088,0.0,-1.3,1,-0.3,0.3
"118","Jamal Crawford","SG",34,"LAC",64,1703,16.6,0.532,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,0.0,2.5,1.2,3.6,0.102,0.0,1.7,-2.7,-1,0.4
"119","Jae Crowder","SF",24,"DAL",25,265,12.7,0.55,0.5,0.145,5,7.1,6,6.5,2.9,1.5,11,15.3,0.0,0.3,0.3,0.5,0.098,0.0,0.6,0.5,1.1,0.2
"120","Jae Crowder","SF",24,"BOS",57,1382,14.1,0.512,0.362,0.277,4.7,16.4,10.5,9,2.1,1.1,6.9,17.9,0.0,1.6,1.8,3.3,0.116,0.0,-0.2,0.7,0.5,0.9
"121","Dante Cunningham","PF",27,"NOP",66,1652,8.9,0.473,0.029,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,0.0,0.5,1.2,1.6,0.047,0.0,-2.6,1,-1.6,0.2
"122","Jared Cunningham","SG",23,"LAC",19,89,7.3,0.452,0.394,0.394,1.3,9.9,5.7,16.4,1.7,0,15.3,23.2,0.0,-0.1,0.1,0,-0.023,0.0,-4,-2.7,-6.7,-0.1
