"","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"37","J.J. Barea","PG",26,"DAL",81,1669,14.8,0.535,0.291,0.242,2.1,8.8,5.6,31.2,0.9,0,15.9,23.9,NA,1.9,1.4,3.2,0.093,NA,0.6,-1.7,-1.1,0.4
"38","Andrea Bargnani","C",25,"TOR",66,2353,16.4,0.533,0.19,0.298,3.6,13.9,8.6,8.8,0.7,1.5,10.3,28.2,NA,2.2,0.3,2.5,0.052,NA,0.2,-2.9,-2.7,-0.4
"39","Matt Barnes","SF",30,"LAL",53,1020,14.6,0.569,0.384,0.276,8.4,16.7,12.7,10.5,2,1.6,15.6,16.6,NA,1.4,1.6,3,0.142,NA,0.6,1.2,1.8,1
"40","Earl Barron","C",29,"PHO",12,183,1.5,0.301,0,0.392,10.1,15.2,12.6,3,1.7,1.6,15.5,17.5,NA,-0.5,0.1,-0.4,-0.106,NA,-8.3,-0.2,-8.5,-0.3
"41","Earl Barron","C",29,"MIL",7,85,17.3,0.475,0,0.054,16,14.1,15.1,9.2,1.3,1.9,5,22,NA,0.1,0.1,0.2,0.13,NA,-0.7,-0.1,-0.9,0
"42","Earl Barron","C",29,"POR",2,37,3.8,0.295,0,0.182,12.7,34.6,23.1,12.2,0,0,20.2,18.8,NA,-0.1,0,-0.1,-0.093,NA,-9.2,-0.9,-10.1,-0.1
"43","Brandon Bass","PF",25,"ORL",76,1980,15.9,0.571,0.003,0.361,8.1,16.7,12.5,5,0.7,2,11.5,19.8,NA,3.2,3.1,6.3,0.153,NA,-1.4,0.9,-0.5,0.7
"44","Tony Battie","C",34,"PHI",38,377,9.5,0.489,0.031,0.146,5.2,25.1,15.1,4.8,0.7,3,10.5,13.9,NA,0,0.6,0.6,0.075,NA,-5.3,0.8,-4.5,-0.2
"45","Shane Battier","SF",32,"HOU",59,1818,12.9,0.577,0.551,0.186,3.6,13.9,8.8,12.1,1.5,2.7,12.5,12.3,NA,2.3,1.7,4,0.105,NA,1,1.9,2.9,2.2
"46","Shane Battier","SF",32,"MEM",23,557,10.6,0.53,0.416,0.168,6.8,13,9.9,7.9,1.5,1.5,12.9,10.1,NA,0.5,0.6,1.1,0.097,NA,-0.2,1.3,1.2,0.4
"47","Nicolas Batum","SF",22,"POR",80,2522,14.8,0.563,0.424,0.203,5.1,12.8,8.8,8.1,1.5,1.6,8.6,17.8,NA,4.4,2.3,6.6,0.126,NA,1.7,0,1.7,2.4
"48","Jerryd Bayless","PG",22,"NOH",11,149,7.2,0.443,0.286,0.347,1.6,10.7,6.1,29.9,0.7,0.6,23.1,23.5,NA,-0.3,0.1,-0.2,-0.05,NA,-4.8,-2.2,-7,-0.2
"49","Jerryd Bayless","PG",22,"TOR",60,1347,14.9,0.545,0.282,0.404,2.1,11.4,6.6,27.4,1.4,0.2,16.6,22,NA,1.7,0.1,1.8,0.064,NA,1.1,-2.6,-1.6,0.1
"50","Michael Beasley","SF",22,"MIN",73,2361,15.5,0.51,0.132,0.234,5.4,14.1,9.6,12.3,1.1,1.7,12.4,28.3,NA,0.7,1,1.7,0.035,NA,-0.8,-1.6,-2.4,-0.3
"51","Rodrigue Beaubois","PG",22,"DAL",28,496,11.4,0.5,0.372,0.135,1.7,10.2,6.1,21.9,2.1,1.2,16.6,26.7,NA,-0.4,0.7,0.2,0.022,NA,-1.4,-0.1,-1.5,0.1
"52","Marco Belinelli","SG",24,"NOH",80,1957,12.1,0.56,0.469,0.181,1.1,8.4,4.7,8,1.1,0.3,9.4,20,NA,1.9,1.5,3.4,0.084,NA,0.7,-1.7,-1.1,0.5
"53","Charlie Bell","SG",31,"GSW",19,171,4.7,0.357,0.488,0.093,3.9,8.1,6,10.1,1.8,0.4,11.8,13.1,NA,-0.2,0,-0.1,-0.04,NA,-4.5,-1.9,-6.4,-0.2
"54","Raja Bell","SG",34,"UTA",68,2097,8.2,0.528,0.413,0.218,1.8,8.4,5.1,8.3,1.4,0.5,11,12.6,NA,1.2,0.5,1.7,0.04,NA,-0.8,-1.1,-1.9,0.1
"55","Mike Bibby","PG",32,"ATL",56,1674,11.7,0.57,0.58,0.104,1.1,9.1,5.1,18.9,1.2,0.3,12.8,15,NA,1.9,1.2,3.1,0.089,NA,1,-1.3,-0.3,0.7
"56","Mike Bibby","PG",32,"WAS",2,29,1.1,0.111,0.444,0,0,12.2,5.9,37.8,1.8,0,10,15.2,NA,-0.1,0,-0.1,-0.161,NA,-7.9,-3.4,-11.3,-0.1
"57","Mike Bibby","PG",32,"MIA",22,582,9,0.601,0.698,0.127,0.4,9.1,5,14.1,1,0.4,19.4,13.3,NA,0.4,0.6,1,0.084,NA,0,-0.8,-0.9,0.2
"58","Andris Biedrins","C",24,"GSW",59,1397,12.1,0.526,0,0.117,11.5,23.3,17.3,6,1.9,2.8,16.9,10.6,NA,1.1,1.5,2.6,0.088,NA,-2.3,1.9,-0.3,0.6
"59","Chauncey Billups","PG",34,"DEN",51,1646,18.6,0.634,0.444,0.535,0.9,7.7,4.4,25.1,1.6,0.6,16.3,21.4,NA,4.7,1.1,5.8,0.171,NA,4,-1.6,2.4,1.8
"60","Chauncey Billups","PG",34,"NYK",21,664,19.1,0.582,0.484,0.512,2.2,9,5.6,27.4,1.4,0.2,13.2,24.3,NA,1.9,0.2,2.1,0.155,NA,4.2,-3.4,0.8,0.5
"61","DeJuan Blair","PF",21,"SAS",81,1734,17.1,0.524,0.003,0.235,14.8,22.9,18.9,7.1,2.8,1.7,14.9,20.1,NA,1.5,3.2,4.8,0.132,NA,-1.1,2.2,1.1,1.3
"62","Steve Blake","PG",30,"LAL",79,1581,7.5,0.5,0.631,0.098,1.4,9.5,5.6,15,1.3,0.1,18.6,11.3,NA,0.3,1.5,1.8,0.055,NA,-1.9,-0.4,-2.3,-0.1
"63","Andray Blatche","PF",24,"WAS",64,2172,16.9,0.497,0.019,0.296,9.3,18.7,13.8,11.7,2.3,1.8,13.7,25.5,NA,0.3,2.1,2.4,0.053,NA,-1,0.6,-0.5,0.8
"64","Eric Bledsoe","PG",21,"LAC",81,1841,10.8,0.499,0.239,0.274,4.4,9.8,7.1,24.2,2.6,1.1,26.3,17.9,NA,-1.3,1.6,0.3,0.008,NA,-2.6,0.6,-2,0
"65","Keith Bogans","SG",30,"CHI",82,1461,9,0.559,0.772,0.104,1.6,10.1,5.9,10.1,1.4,0.5,11.3,11.4,NA,1.4,2.2,3.6,0.118,NA,-0.4,0.4,0,0.7
"66","Andrew Bogut","C",26,"MIL",65,2297,16.7,0.496,0.005,0.292,9.8,27.1,18.3,10.4,1.1,5.8,13,19.6,NA,0.3,5.1,5.4,0.112,NA,-2.6,5,2.4,2.6
"67","Matt Bonner","PF",30,"SAS",66,1432,13.5,0.617,0.62,0.116,5,14.2,9.7,6.2,0.9,1,6.5,13.4,NA,3,1.4,4.4,0.147,NA,2.1,-0.1,2,1.5
"68","Trevor Booker","PF",23,"WAS",65,1063,15.3,0.582,0.004,0.399,10.2,17,13.5,5.2,1.4,3,11.3,13.9,NA,1.8,0.8,2.6,0.119,NA,-1,0.3,-0.7,0.3
"69","Carlos Boozer","C",29,"CHI",59,1882,18.8,0.542,0,0.289,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,NA,1.9,3.9,5.8,0.149,NA,-0.7,1.4,0.7,1.3
"70","Chris Bosh","PF",26,"MIA",77,2795,19.4,0.569,0.024,0.446,6.4,20,13.6,8.9,1.1,1.4,9.8,23.5,NA,6.1,4.3,10.3,0.177,NA,0.1,0.3,0.4,1.7
"71","Earl Boykins","PG",34,"MIL",57,862,17.6,0.526,0.202,0.233,2,5.5,3.7,30.9,2.4,0.3,11.8,23.9,NA,1.1,1.1,2.3,0.125,NA,0.8,-1.8,-1,0.2
"72","Craig Brackins","PF",23,"PHI",3,33,0.1,0.25,0.313,0,7,7,7,4.6,1.6,0,0,22.3,NA,-0.1,0,-0.1,-0.154,NA,-7.8,-3.7,-11.5,-0.1
"73","Avery Bradley","PG",20,"BOS",31,162,2.2,0.36,0.075,0.179,3.2,9.3,6.5,11.9,3,0,18.1,26.1,NA,-0.8,0.3,-0.5,-0.139,NA,-9.6,0,-9.7,-0.3
"74","Elton Brand","PF",31,"PHI",81,2809,18.5,0.553,0.001,0.278,9.7,18,13.9,7.1,1.7,2.9,8.4,19.7,NA,5.1,4.4,9.4,0.161,NA,0.5,1.9,2.4,3.1
"75","Corey Brewer","SF",24,"MIN",56,1362,10.3,0.471,0.227,0.391,3.6,9,6.2,8.6,3.3,0.8,13.1,18.4,NA,-0.4,1,0.6,0.023,NA,-2.2,0.3,-1.9,0.1
"76","Corey Brewer","SG",24,"DAL",13,148,17.6,0.573,0.255,0.412,9.9,8.4,9.1,13.3,3.9,1,14.2,22.2,NA,0.3,0.3,0.5,0.163,NA,2.1,1.8,3.9,0.2
"77","Ronnie Brewer","SG",25,"CHI",81,1781,13.8,0.518,0.063,0.311,3.7,13.2,8.6,12.1,3.2,0.9,10.2,13.9,NA,1.7,3.8,5.4,0.147,NA,-1.4,3.2,1.8,1.7
"78","Jon Brockman","C",23,"MIL",63,677,9.6,0.567,0,0.628,12.4,19.4,15.8,4.2,1.1,0.3,16.7,10,NA,0.8,1,1.9,0.132,NA,-3,0.7,-2.2,0
"79","Aaron Brooks","PG",26,"HOU",34,811,11.7,0.465,0.437,0.214,1.5,5.6,3.6,25.2,1.3,0.2,11.5,26.1,NA,0.1,0.3,0.4,0.023,NA,-0.1,-3.9,-4,-0.4
"80","Aaron Brooks","PG",26,"PHO",25,473,15.6,0.533,0.335,0.285,2.2,4.4,3.3,35.3,1.4,0.2,16.4,25.7,NA,0.6,0.1,0.7,0.07,NA,1.4,-4.1,-2.8,-0.1
"81","Derrick Brown","SF",23,"CHA",41,488,12.4,0.565,0.053,0.416,7.9,13,10.4,9.9,1.8,1.3,17.3,15.6,NA,0.3,0.4,0.8,0.074,NA,-1.9,0.2,-1.7,0
"82","Derrick Brown","SF",23,"NYK",8,88,16,0.717,0.222,0.722,11.6,7.9,9.7,6.9,2.3,1.7,22.8,15.5,NA,0.2,0.1,0.2,0.13,NA,1.5,-0.7,0.8,0.1
"83","Kwame Brown","C",28,"CHA",66,1714,12.8,0.55,0,0.616,10.3,21.6,15.9,4.1,0.8,1.8,12.6,14.9,NA,1.8,1.7,3.5,0.097,NA,-2.2,-0.1,-2.3,-0.1
"84","Shannon Brown","SG",25,"LAL",82,1568,13.6,0.518,0.33,0.157,2.6,8.5,5.7,10,2.3,0.8,9.8,22.2,NA,1.1,1.9,3.1,0.093,NA,-0.6,-1.1,-1.7,0.1
"85","Kobe Bryant","SG",32,"LAL",82,2779,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,NA,6.8,3.5,10.3,0.178,NA,4.7,-0.9,3.8,4.1
"86","Chase Budinger","SF",22,"HOU",78,1738,14.2,0.534,0.418,0.21,3.4,15,9.2,11.5,1.2,0.7,8.5,19.9,NA,2.2,1.2,3.4,0.095,NA,0.6,-1.3,-0.7,0.6
"87","Caron Butler","SF",30,"DAL",29,867,14.2,0.523,0.172,0.233,3.1,12.5,8,9.1,1.7,0.7,10.5,25.1,NA,0.2,1,1.2,0.067,NA,-1.4,0,-1.4,0.1
"88","Rasual Butler","SG",31,"LAC",41,744,5.9,0.433,0.571,0.119,1.6,10.3,6,5.5,0.6,1.6,8.5,15.6,NA,-0.5,0.3,-0.2,-0.013,NA,-3.6,-1.7,-5.3,-0.6
"89","Rasual Butler","SG",31,"CHI",6,26,14.5,0.727,0.636,0,0,4.4,2.3,0,0,0,15.4,23,NA,0,0,0.1,0.107,NA,1.2,-6.1,-4.9,0
"90","Andrew Bynum","C",23,"LAL",54,1500,21.1,0.606,0,0.506,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,NA,3.8,2.8,6.6,0.21,NA,0.5,2.8,3.3,2
"91","Will Bynum","PG",28,"DET",61,1125,15.2,0.524,0.123,0.3,1.6,6.7,4,28.6,2.5,0.3,15.3,22.5,NA,1.1,0.4,1.5,0.066,NA,-0.2,-2.9,-3.1,-0.3
"92","Jose Calderon","PG",29,"TOR",68,2102,16.3,0.522,0.262,0.173,1.7,9.9,5.7,43,2,0.3,18.8,16.8,NA,3.2,0.4,3.7,0.084,NA,1.4,-2.7,-1.3,0.4
"93","Marcus Camby","C",36,"POR",59,1540,14.8,0.426,0.003,0.238,13.8,35.2,24.1,11.7,1.4,5,16,11.7,NA,0.8,3,3.7,0.116,NA,-2.9,5.2,2.3,1.7
"94","Derrick Caracter","C",22,"LAL",41,215,10,0.532,0,0.348,10.3,12.2,11.3,5.1,1,3.5,20,20.2,NA,0,0.3,0.3,0.057,NA,-4.5,-0.3,-4.9,-0.2
"95","Brian Cardinal","SF",33,"DAL",56,618,9.7,0.672,0.87,0.18,2,8.9,5.6,9.1,2,0.9,13.6,9.5,NA,1,0.7,1.7,0.132,NA,1.1,1.3,2.4,0.7
"96","Rodney Carney","SF",26,"GSW",25,331,10.7,0.526,0.346,0.252,4,12.3,8,4.9,1.7,1.2,11.9,18,NA,0.1,0.2,0.3,0.038,NA,-2.6,-2.4,-4.9,-0.2
"97","Rodney Carney","SF",26,"MEM",2,5,20.4,0.333,0.333,0,23.7,0,12,0,10.4,0,0,27.1,NA,0,0,0,0.071,NA,0.4,-1.2,-0.8,0
"98","DeMarre Carroll","PF",24,"MEM",7,39,12.4,0.506,0,0.222,6.1,18.6,12.3,7.3,1.3,2.1,0,11.4,NA,0.1,0,0.1,0.145,NA,-2,0.5,-1.5,0
"99","DeMarre Carroll","PF",24,"HOU",5,11,-4.5,0,0,0,0,0,0,22.8,0,0,0,12,NA,0,0,0,-0.214,NA,-13.3,-7.8,-21.1,-0.1
"100","Matt Carroll","SG",30,"CHA",54,582,12.2,0.53,0.231,0.261,2.5,11.7,7.1,6.9,1.6,0.8,9.4,19.8,NA,0.3,0.5,0.8,0.062,NA,-2.3,-2,-4.3,-0.3
"101","Anthony Carter","PG",35,"DEN",14,153,5.4,0.421,0.4,0.067,0,8.8,4.5,23.2,3,0.5,31.2,13.1,NA,-0.2,0.2,-0.1,-0.018,NA,-4.8,0.1,-4.7,-0.1
"102","Anthony Carter","PG",35,"NYK",19,310,11.1,0.534,0.368,0.079,2.6,11.9,7.2,20.4,2.9,1.2,24.1,14.8,NA,0,0.3,0.3,0.044,NA,-1.9,0.1,-1.8,0
"103","Vince Carter","SG",34,"ORL",22,664,16.2,0.557,0.293,0.282,2,13.5,7.9,17.3,1.6,0.4,10.7,23.4,NA,1.1,1,2.1,0.151,NA,1.4,0.6,1.9,0.7
"104","Vince Carter","SG",34,"PHO",51,1387,14.2,0.516,0.389,0.157,3.6,11.8,7.7,9.6,1.7,0.9,7.5,23.5,NA,0.9,0.8,1.7,0.06,NA,0.8,-1.2,-0.4,0.5
"105","Omri Casspi","SF",22,"SAC",71,1702,11.7,0.517,0.452,0.185,4.8,16,10.3,6.6,1.6,0.6,10.3,16.7,NA,1.1,1.3,2.5,0.069,NA,-0.6,-0.7,-1.3,0.3
"106","Mario Chalmers","PG",24,"MIA",70,1579,10.3,0.538,0.595,0.16,1,9.5,5.5,16.8,2.5,0.3,18,15,NA,0.7,2.3,2.9,0.089,NA,-0.3,0.3,0,0.8
"107","Tyson Chandler","C",28,"DAL",74,2059,18.4,0.697,0,0.725,12.2,26.6,19.7,2.4,0.9,3,14.1,14.2,NA,5.8,3.5,9.4,0.218,NA,0.5,1.7,2.2,2.2
"108","Wilson Chandler","SF",23,"NYK",51,1759,15.7,0.548,0.344,0.167,4,15.8,9.8,8.1,1,2.9,8.1,21,NA,2.3,1.2,3.4,0.094,NA,0.7,-0.8,-0.2,0.8
"109","Wilson Chandler","SF",23,"DEN",21,642,11.6,0.505,0.311,0.174,2.4,16.1,9.4,8.3,1.1,2.8,12.5,20.6,NA,-0.2,0.7,0.5,0.037,NA,-2.1,0.5,-1.6,0.1
"110","Josh Childress","SG",27,"PHO",54,894,13,0.567,0.075,0.276,8.9,11.1,10,7,1.9,1.9,15.5,14.3,NA,0.8,0.6,1.4,0.076,NA,-0.7,1.3,0.5,0.6
"111","Earl Clark","SF",23,"PHO",9,72,11.3,0.41,0,0.323,6.4,20.9,13.6,8.7,0.7,3.1,5.3,23.4,NA,-0.1,0.1,0,-0.01,NA,-6,-0.9,-6.9,-0.1
"112","Earl Clark","SF",23,"ORL",33,392,9.9,0.468,0.039,0.291,10.1,14.8,12.5,2.1,0.9,3,15.4,20,NA,-0.3,0.7,0.3,0.038,NA,-5.9,0.1,-5.8,-0.4
"113","Jarron Collins","C",32,"LAC",23,157,1.8,0.438,0,0.667,5.3,7.4,6.3,0.9,1.3,0.5,20.5,6.9,NA,-0.1,0.1,0,0,NA,-5.5,-0.5,-6,-0.2
"114","Jarron Collins","C",32,"POR",5,24,0,0.167,0,0,34.2,0,17.8,5.9,0,0,25,15.6,NA,-0.1,0,-0.1,-0.124,NA,-4.7,-2.7,-7.4,0
"115","Jason Collins","C",32,"ATL",49,593,5.4,0.539,0.014,0.577,6.1,14.5,10.4,5.3,0.8,1.2,22.6,9.2,NA,0.1,0.5,0.6,0.049,NA,-4.4,0.5,-3.9,-0.3
"116","Sherron Collins","PG",23,"CHA",20,66,3.6,0.334,0.4,0.04,0,9.2,4.6,19.6,1.6,0,13.6,20.9,NA,-0.2,0,-0.2,-0.121,NA,-6.9,-3.3,-10.2,-0.1
"117","Darren Collison","PG",23,"IND",79,2360,15.6,0.534,0.143,0.267,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,NA,2.1,2.2,4.3,0.087,NA,0.2,-0.9,-0.7,0.8
"118","Nick Collison","C",30,"OKC",71,1524,10.8,0.6,0,0.302,9.5,14.6,12.1,6.7,1.4,1.5,16.7,9.8,NA,2.1,1.5,3.6,0.113,NA,-0.3,1.4,1,1.2
"119","Mike Conley","PG",23,"MEM",81,2872,15.9,0.521,0.228,0.259,1.3,9,5.1,28,2.6,0.5,14.2,19.4,NA,3.4,3.2,6.6,0.111,NA,1.4,-0.1,1.3,2.4
"120","Brian Cook","PF",30,"LAC",40,447,11.6,0.534,0.465,0.141,5,20,12.6,5.6,1.4,1.9,12.2,20.5,NA,0.1,0.5,0.6,0.064,NA,-1.8,-1.6,-3.5,-0.2
"121","Daequan Cook","SG",23,"OKC",43,598,12.8,0.63,0.851,0.11,1.6,12.1,7,5.3,1.2,0.1,8.2,15.7,NA,1.2,0.4,1.6,0.126,NA,2.5,-2.7,-0.2,0.3
"122","Marcus Cousin","C",24,"UTA",4,18,7.8,0.667,0,0,0,20.3,10.1,0,0,4.5,25,10.2,NA,0,0,0,0.008,NA,-7.5,-2.4,-9.9,0
"123","DeMarcus Cousins","C",20,"SAC",81,2309,14.6,0.484,0.018,0.4,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,NA,-1.9,2.9,1.1,0.022,NA,-2.9,1.5,-1.4,0.4
"124","Jamal Crawford","SG",30,"ATL",76,2297,14.2,0.545,0.399,0.297,1.2,5.6,3.4,17.7,1.3,0.5,12.8,23.4,NA,1.9,1.4,3.4,0.071,NA,0.7,-2.7,-2,0
"125","Jordan Crawford","SG",22,"ATL",16,160,7.6,0.421,0.351,0.078,6.8,14.2,10.5,16,1,0,15.8,28.1,NA,-0.4,0.1,-0.3,-0.09,NA,-4.5,-3,-7.5,-0.2
