"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G"
"11","Tony Allen","SG",29,"MEM",72,31,20.8,3.5,6.8,0.51,0.1,0.3,0.174,3.4,6.5,0.527,0.514,1.9,2.5,0.753,1,1.7,2.7,1.4,1.8,0.6,1.2,2.2,8.9
"12","Al-Farouq Aminu","SF",20,"LAC",81,14,17.9,2,5,0.394,0.6,1.8,0.315,1.4,3.2,0.437,0.45,1.1,1.5,0.773,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6
"13","Lou Amundson","PF",28,"GSW",46,7,15,1.8,4,0.454,0,0,0.0,1.8,4,0.454,0.454,0.7,1.9,0.391,1.8,2.3,4,0.4,0.3,0.7,0.5,1.9,4.3
"14","Chris Andersen","C",32,"DEN",45,0,16.3,1.8,3,0.599,0,0,0,1.8,3,0.603,0.599,1.9,3,0.637,1.7,3.2,4.9,0.4,0.5,1.3,0.6,1.8,5.6
"15","David Andersen","PF",30,"TOR",11,0,13.6,2.1,4.3,0.489,0.3,0.9,0.3,1.8,3.4,0.541,0.521,0.6,0.6,1,0.7,2.4,3.1,0.6,0.3,0.3,0.7,1,5.1
"16","David Andersen","PF",30,"NOH",29,0,7.7,1.1,2.6,0.446,0.2,0.4,0.385,1,2.1,0.459,0.48,0.2,0.5,0.467,0.4,1.3,1.7,0.2,0.1,0.2,0.5,1,2.7
"17","James Anderson","SF",21,"SAS",26,2,11,1.2,3.1,0.383,0.7,1.8,0.391,0.5,1.3,0.371,0.494,0.5,0.7,0.778,0.1,0.8,0.9,0.7,0.1,0.2,0.5,0.9,3.6
"18","Ryan Anderson","PF",22,"ORL",64,14,22.3,3.5,8.2,0.43,2.1,5.3,0.393,1.4,2.9,0.5,0.558,1.5,1.8,0.812,2,3.5,5.5,0.8,0.5,0.6,0.8,2.1,10.6
"19","Carmelo Anthony","SF",26,"DEN",50,50,35.5,8.7,19.3,0.452,0.8,2.5,0.333,7.9,16.8,0.47,0.474,6.9,8.3,0.823,1.5,6.1,7.6,2.8,0.9,0.6,2.8,2.7,25.2
"20","Carmelo Anthony","SF",26,"NYK",27,27,36.2,9.1,19.9,0.461,2,4.6,0.424,7.2,15.2,0.472,0.51,6.1,7,0.872,1.5,5.2,6.7,3,0.9,0.6,2.4,3.3,26.3
"21","Joel Anthony","C",28,"MIA",75,11,19.5,0.7,1.3,0.535,0,0,0.0,0.7,1.3,0.535,0.535,0.6,1,0.644,1.4,2.2,3.5,0.3,0.1,1.2,0.5,2.6,2
"22","Gilbert Arenas","PG",29,"WAS",21,14,34.6,6.2,15.7,0.394,2.2,6.9,0.324,4,8.8,0.449,0.465,2.7,3.2,0.836,0.3,3,3.3,5.6,1.4,0.6,3.4,3.6,17.3
"23","Gilbert Arenas","PG",29,"ORL",49,2,21.8,2.8,8.2,0.344,1,3.7,0.275,1.8,4.5,0.401,0.406,1.3,1.8,0.744,0.3,2.1,2.4,3.2,0.9,0.2,2.2,2.3,8
"24","Trevor Ariza","SF",25,"NOH",75,75,34.7,4,10.2,0.398,1.1,3.6,0.303,2.9,6.5,0.45,0.451,1.8,2.6,0.701,0.8,4.6,5.4,2.2,1.6,0.4,1.6,2.4,11
"25","Hilton Armstrong","C",26,"WAS",41,2,10,0.8,1.6,0.484,0,0.1,0.333,0.7,1.5,0.492,0.492,0.3,0.6,0.609,1,1.8,2.8,0.2,0.4,0.4,0.6,1.8,1.9
"26","Hilton Armstrong","C",26,"ATL",12,0,6.3,0.5,1,0.5,0.1,0.1,1,0.4,0.9,0.455,0.542,0.2,0.8,0.2,0.3,1.2,1.4,0.3,0.3,0.4,0.3,0.8,1.3
"27","Carlos Arroyo","PG",31,"MIA",49,42,20.3,2.2,4.9,0.458,0.6,1.3,0.438,1.7,3.6,0.466,0.517,0.6,0.7,0.8,0.3,1.4,1.6,2,0.3,0,0.9,1.2,5.6
"28","Carlos Arroyo","PG",31,"BOS",15,1,12.7,0.7,2.3,0.314,0.2,0.3,0.6,0.5,2,0.267,0.357,0.7,0.8,0.917,0.5,1.1,1.5,1.7,0.5,0,1.1,0.7,2.4
"29","Darrell Arthur","PF",22,"MEM",80,9,20.1,3.9,7.8,0.497,0,0.1,0,3.9,7.7,0.502,0.497,1.4,1.7,0.813,1.4,2.8,4.3,0.7,0.7,0.8,1.1,2.9,9.1
"30","Omer Asik","C",24,"CHI",82,0,12.1,1,1.7,0.553,0,0,0.0,1,1.7,0.553,0.553,0.9,1.8,0.503,1.4,2.4,3.7,0.4,0.2,0.7,0.8,1.9,2.8
"31","D.J. Augustin","PG",23,"CHA",82,82,33.6,4.9,11.7,0.416,1.4,4.1,0.333,3.5,7.6,0.461,0.474,3.3,3.6,0.906,0.5,2.3,2.7,6.1,0.7,0,1.9,1.9,14.4
"32","Luke Babbitt","SF",21,"POR",24,0,5.7,0.6,2.3,0.273,0.1,0.7,0.188,0.5,1.6,0.308,0.3,0.1,0.4,0.333,0.3,1,1.3,0.3,0.1,0.1,0.3,0.6,1.5
"33","Renaldo Balkman","SF",26,"DEN",5,0,8.8,1,1.8,0.556,0,0,0.0,1,1.8,0.556,0.556,0.6,0.8,0.75,0.2,0.6,0.8,0.4,0.6,0.4,0,2.2,2.6
"34","Renaldo Balkman","SF",26,"NYK",3,0,6,0.3,1.3,0.25,0.3,0.7,0.5,0,0.7,0,0.375,0,0,0.0,0.3,0.7,1,0,0.3,0,0.3,1.3,1
"35","Marcus Banks","PG",29,"TOR",3,0,7.3,0,0.7,0,0,0,0.0,0,0.7,0,0,2,2.7,0.75,0,0.3,0.3,1,0.3,0,0.7,1.3,2
"36","Leandro Barbosa","SG",28,"TOR",58,0,24.1,5.1,11.3,0.45,1.2,3.7,0.338,3.8,7.6,0.505,0.505,1.9,2.4,0.796,0.2,1.5,1.7,2.1,0.9,0.1,1.4,1.9,13.3
"37","J.J. Barea","PG",26,"DAL",81,2,20.6,3.5,8,0.439,0.8,2.3,0.349,2.7,5.7,0.476,0.49,1.6,1.9,0.847,0.4,1.6,2,3.9,0.4,0,1.7,1.7,9.5
"38","Andrea Bargnani","C",25,"TOR",66,66,35.7,8,17.8,0.448,1.2,3.4,0.345,6.8,14.4,0.472,0.48,4.3,5.3,0.82,1.1,4.1,5.2,1.8,0.5,0.7,2.3,2.4,21.4
"39","Matt Barnes","SF",30,"LAL",53,0,19.2,2.5,5.3,0.47,0.6,2,0.318,1.8,3.2,0.564,0.53,1.1,1.5,0.779,1.4,2.9,4.3,1.3,0.7,0.4,1.1,2.4,6.7
"40","Earl Barron","C",29,"PHO",12,6,15.3,1,4.3,0.235,0,0,0.0,1,4.3,0.235,0.235,1,1.7,0.6,1.3,2,3.3,0.3,0.5,0.3,0.9,2.7,3
"41","Earl Barron","C",29,"MIL",7,0,12.1,2.4,5.3,0.459,0,0,0.0,2.4,5.3,0.459,0.459,0.3,0.3,1,1.7,1.4,3.1,0.6,0.3,0.3,0.3,1.4,5.1
"42","Earl Barron","C",29,"POR",2,1,18.5,1.5,5.5,0.273,0,0,0.0,1.5,5.5,0.273,0.273,0.5,1,0.5,2,5,7,1.5,0,0,1.5,2,3.5
"43","Brandon Bass","PF",25,"ORL",76,51,26.1,4.4,8.5,0.515,0,0,0,4.4,8.5,0.516,0.515,2.5,3.1,0.815,1.8,3.8,5.6,0.8,0.4,0.7,1.3,2.1,11.2
"44","Tony Battie","C",34,"PHI",38,0,9.9,1.2,2.5,0.469,0.1,0.1,0.667,1.1,2.4,0.462,0.479,0.2,0.4,0.571,0.4,2.2,2.6,0.3,0.1,0.4,0.3,1.6,2.6
"45","Shane Battier","SF",32,"HOU",59,59,30.8,3.2,6.9,0.456,1.5,3.8,0.391,1.7,3.1,0.536,0.564,0.8,1.3,0.645,1,3.8,4.8,2.6,0.9,1.2,1.1,2.2,8.6
"46","Shane Battier","SF",32,"MEM",23,0,24.2,1.9,4.4,0.426,0.6,1.8,0.333,1.3,2.6,0.492,0.495,0.7,0.7,0.882,1.4,2.6,4,1.4,0.7,0.4,0.7,1.3,5
"47","Nicolas Batum","SF",22,"POR",80,67,31.5,4.6,10.1,0.455,1.5,4.3,0.345,3.1,5.8,0.535,0.528,1.7,2.1,0.841,1.4,3.2,4.5,1.5,0.9,0.6,1,2.4,12.4
"48","Jerryd Bayless","PG",22,"NOH",11,0,13.5,1.5,4.5,0.347,0.3,1.3,0.214,1.3,3.2,0.4,0.378,1.2,1.5,0.765,0.2,1.2,1.4,2.5,0.2,0.1,1.5,1.5,4.5
"49","Jerryd Bayless","PG",22,"TOR",60,14,22.5,3.4,7.8,0.429,0.8,2.2,0.348,2.6,5.6,0.461,0.479,2.6,3.2,0.81,0.4,2.1,2.5,4,0.6,0.1,1.8,2.2,10
"50","Michael Beasley","SF",22,"MIN",73,73,32.3,7.7,17.1,0.45,0.8,2.2,0.366,6.9,14.8,0.463,0.474,3,4,0.753,1.6,4,5.6,2.2,0.7,0.7,2.7,3,19.2
"51","Rodrigue Beaubois","PG",22,"DAL",28,26,17.7,3.4,8,0.422,0.9,3,0.301,2.5,5,0.493,0.478,0.8,1.1,0.767,0.3,1.6,1.9,2.3,0.7,0.3,1.7,2.7,8.4
"52","Marco Belinelli","SG",24,"NOH",80,69,24.5,3.8,8.6,0.437,1.7,4.1,0.414,2.1,4.6,0.458,0.534,1.2,1.6,0.784,0.2,1.7,1.9,1.2,0.5,0.1,1,1.8,10.5
"53","Charlie Bell","SG",31,"GSW",19,0,9,0.6,2.3,0.279,0.3,1.1,0.286,0.3,1.2,0.273,0.349,0.1,0.2,0.5,0.3,0.6,0.9,0.7,0.3,0.1,0.3,0.7,1.7
"54","Raja Bell","SG",34,"UTA",68,63,30.8,2.8,6.9,0.409,1,2.8,0.352,1.8,4,0.449,0.482,1.3,1.5,0.892,0.5,2.1,2.6,1.7,0.8,0.2,0.9,2.5,8
"55","Mike Bibby","PG",32,"ATL",56,56,29.9,3.4,7.9,0.435,2,4.6,0.441,1.4,3.3,0.427,0.563,0.5,0.8,0.63,0.3,2.3,2.6,3.6,0.7,0.1,1.2,2.2,9.4
"56","Mike Bibby","PG",32,"WAS",2,0,14.5,0.5,4.5,0.111,0,2,0,0.5,2.5,0.2,0.111,0,0,0.0,0,1.5,1.5,4,0.5,0,0.5,1.5,1
"57","Mike Bibby","PG",32,"MIA",22,12,26.5,2.5,5.7,0.437,1.8,4,0.455,0.7,1.7,0.395,0.595,0.5,0.7,0.625,0.1,2.1,2.2,2.5,0.5,0.1,1.5,2.1,7.3
"58","Andris Biedrins","C",24,"GSW",59,55,23.7,2.4,4.5,0.534,0,0,0.0,2.4,4.5,0.534,0.534,0.2,0.5,0.323,2.5,4.8,7.2,1,0.9,0.9,1,3.4,5
"59","Chauncey Billups","PG",34,"DEN",51,51,32.3,4.6,10.5,0.438,2.1,4.7,0.441,2.5,5.8,0.436,0.536,5.2,5.6,0.923,0.2,2.2,2.5,5.3,1,0.2,2.5,1.8,16.5
"60","Chauncey Billups","PG",34,"NYK",21,21,31.6,5,12.3,0.403,2,6,0.328,3,6.3,0.474,0.483,5.7,6.3,0.902,0.6,2.5,3.1,5.5,0.9,0.1,2.3,2.5,17.5
"61","DeJuan Blair","PF",21,"SAS",81,65,21.4,3.6,7.2,0.501,0,0,0,3.6,7.2,0.503,0.501,1.1,1.7,0.657,2.7,4.3,7,1,1.2,0.5,1.4,2.6,8.3
"62","Steve Blake","PG",30,"LAL",79,0,20,1.4,3.9,0.359,0.9,2.4,0.378,0.5,1.4,0.327,0.479,0.3,0.4,0.867,0.2,1.7,2,2.2,0.5,0,0.9,1.3,4
"63","Andray Blatche","PF",24,"WAS",64,63,33.9,6.7,15,0.445,0.1,0.3,0.222,6.6,14.7,0.449,0.447,3.4,4.4,0.777,2.9,5.4,8.2,2.3,1.5,0.8,2.7,2.8,16.8
"64","Eric Bledsoe","PG",21,"LAC",81,25,22.7,2.5,6,0.424,0.4,1.4,0.276,2.1,4.6,0.47,0.457,1.2,1.6,0.744,0.8,1.9,2.8,3.6,1.1,0.3,2.4,1.6,6.7
"65","Keith Bogans","SG",30,"CHI",82,82,17.8,1.5,3.7,0.404,1.1,2.9,0.38,0.4,0.9,0.486,0.55,0.3,0.4,0.656,0.2,1.6,1.8,1.2,0.5,0.1,0.5,1.4,4.4
"66","Andrew Bogut","C",26,"MIL",65,65,35.3,5.6,11.4,0.495,0,0.1,0,5.6,11.4,0.497,0.495,1.5,3.3,0.442,3.1,8,11.1,2,0.7,2.6,1.9,3.3,12.8
"67","Matt Bonner","PF",30,"SAS",66,1,21.7,2.6,5.6,0.464,1.6,3.5,0.457,1,2.1,0.475,0.605,0.5,0.7,0.744,0.9,2.7,3.6,0.9,0.4,0.3,0.4,1.7,7.3
"68","Trevor Booker","PF",23,"WAS",65,14,16.4,2.1,3.9,0.549,0,0,0,2.1,3.9,0.552,0.549,1,1.6,0.673,1.5,2.4,3.9,0.5,0.4,0.6,0.6,1.8,5.3
"69","Carlos Boozer","C",29,"CHI",59,59,31.9,7.3,14.3,0.51,0,0,0.0,7.3,14.3,0.51,0.51,2.9,4.1,0.701,2.2,7.4,9.6,2.5,0.8,0.3,2.5,3.2,17.5
"70","Chris Bosh","PF",26,"MIA",77,77,36.3,6.8,13.7,0.496,0.1,0.3,0.24,6.7,13.4,0.502,0.499,5,6.1,0.815,1.8,6.5,8.3,1.9,0.8,0.6,1.8,2.2,18.7
"71","Earl Boykins","PG",34,"MIL",57,0,15.1,2.7,6.2,0.443,0.5,1.2,0.38,2.3,4.9,0.459,0.482,1.2,1.4,0.841,0.3,0.7,1,2.5,0.7,0.1,0.9,0.8,7.2
"72","Craig Brackins","PF",23,"PHI",3,0,11,1.3,5.3,0.25,0,1.7,0,1.3,3.7,0.364,0.25,0,0,0.0,0.7,0.7,1.3,0.3,0.3,0,0,1,2.7
"73","Avery Bradley","PG",20,"BOS",31,0,5.2,0.7,2.2,0.343,0,0.2,0,0.7,2,0.371,0.343,0.2,0.4,0.5,0.1,0.4,0.5,0.4,0.3,0,0.5,0.6,1.7
"74","Elton Brand","PF",31,"PHI",81,81,34.7,6.2,12.1,0.512,0,0,0,6.2,12.1,0.512,0.512,2.6,3.4,0.78,2.9,5.4,8.3,1.5,1.1,1.3,1.2,3,15
"75","Corey Brewer","SF",24,"MIN",56,22,24.3,3,7.8,0.384,0.5,1.8,0.263,2.5,6,0.42,0.414,2.2,3.1,0.708,0.8,1.9,2.7,1.4,1.6,0.3,1.4,2.4,8.6
"76","Corey Brewer","SG",24,"DAL",13,2,11.4,1.9,3.9,0.49,0.3,1,0.308,1.6,2.9,0.553,0.529,1.2,1.6,0.714,0.9,0.8,1.8,0.9,0.8,0.2,0.8,1.9,5.3
"77","Ronnie Brewer","SG",25,"CHI",81,1,22,2.5,5.3,0.48,0.1,0.3,0.222,2.5,4.9,0.498,0.487,1.1,1.6,0.654,0.7,2.6,3.2,1.7,1.3,0.3,0.7,1,6.2
"78","Jon Brockman","C",23,"MIL",63,6,10.7,0.8,1.5,0.511,0,0,0.0,0.8,1.5,0.511,0.511,0.6,0.9,0.678,1.2,1.7,2.9,0.3,0.2,0,0.4,1.9,2.2
"79","Aaron Brooks","PG",26,"HOU",34,7,23.9,3.9,11.4,0.346,1.4,5,0.284,2.5,6.4,0.394,0.408,2.3,2.4,0.94,0.3,1.2,1.5,3.8,0.6,0.1,1.6,2,11.6
"80","Aaron Brooks","PG",26,"PHO",25,5,18.9,3.4,8,0.43,0.9,2.7,0.328,2.6,5.3,0.481,0.485,1.8,2.3,0.807,0.4,0.7,1.1,4.2,0.5,0,1.8,1.8,9.6
"81","Derrick Brown","SF",23,"CHA",41,1,11.9,1.5,2.8,0.549,0,0.1,0.333,1.5,2.6,0.561,0.558,0.6,1.1,0.532,0.8,1.3,2,0.7,0.4,0.2,0.7,1.2,3.7
"82","Derrick Brown","SF",23,"NYK",8,0,11,1.5,2.3,0.667,0.4,0.5,0.75,1.1,1.8,0.643,0.75,0.9,1.6,0.538,1.1,0.8,1.9,0.5,0.5,0.3,0.9,1.4,4.3
"83","Kwame Brown","C",28,"CHA",66,50,26,2.9,5.7,0.517,0,0,0.0,2.9,5.7,0.517,0.517,2.1,3.5,0.589,2.2,4.6,6.8,0.7,0.4,0.6,1,2.6,7.9
"84","Shannon Brown","SG",25,"LAL",82,0,19.1,3.3,7.8,0.425,0.9,2.6,0.349,2.4,5.3,0.462,0.482,1.1,1.2,0.911,0.4,1.5,1.9,1.2,0.8,0.2,0.9,1.5,8.7
"85","Kobe Bryant","SG",32,"LAL",82,82,33.9,9,20,0.451,1.4,4.3,0.323,7.6,15.6,0.487,0.487,5.9,7.1,0.828,1,4.1,5.1,4.7,1.2,0.1,3,2.1,25.3
"86","Chase Budinger","SF",22,"HOU",78,22,22.3,3.6,8.4,0.425,1.1,3.5,0.325,2.4,4.9,0.497,0.493,1.5,1.8,0.855,0.7,2.9,3.6,1.6,0.5,0.2,0.9,1.5,9.8
"87","Caron Butler","SF",30,"DAL",29,29,29.9,5.9,13,0.45,1,2.2,0.431,4.9,10.8,0.454,0.487,2.3,3,0.773,0.8,3.3,4.1,1.6,1,0.3,1.7,2,15
"88","Rasual Butler","SG",31,"LAC",41,2,18.1,1.8,5.5,0.323,1,3.1,0.326,0.8,2.4,0.32,0.416,0.4,0.7,0.667,0.2,1.6,1.9,0.7,0.2,0.4,0.5,0.8,5
"89","Rasual Butler","SG",31,"CHI",6,0,4.3,1,1.8,0.545,0.7,1.2,0.571,0.3,0.7,0.5,0.727,0,0,0.0,0,0.2,0.2,0,0,0,0.3,0.5,2.7
"90","Andrew Bynum","C",23,"LAL",54,47,27.8,4.4,7.6,0.574,0,0,0.0,4.4,7.6,0.574,0.574,2.6,3.9,0.66,3.1,6.3,9.4,1.4,0.4,2,1.4,2.6,11.3
"91","Will Bynum","PG",28,"DET",61,5,18.4,3,6.7,0.448,0.3,0.8,0.32,2.7,5.8,0.466,0.468,1.7,2,0.836,0.2,1,1.2,3.2,0.9,0.1,1.4,1.9,7.9
"92","Jose Calderon","PG",29,"TOR",68,55,30.9,3.9,8.8,0.44,0.8,2.3,0.365,3,6.5,0.466,0.487,1.3,1.5,0.854,0.4,2.5,3,8.9,1.2,0.1,2.2,2.1,9.8
"93","Marcus Camby","C",36,"POR",59,51,26.1,2,5,0.398,0,0,0,2,5,0.399,0.398,0.7,1.2,0.614,3.1,7.2,10.3,2.1,0.7,1.6,1.1,2.4,4.7
"94","Derrick Caracter","C",22,"LAL",41,0,5.2,0.8,1.6,0.485,0,0,0.0,0.8,1.6,0.485,0.485,0.4,0.6,0.739,0.5,0.6,1,0.2,0.1,0.2,0.5,1.1,2
"95","Brian Cardinal","SF",33,"DAL",56,4,11,0.8,1.8,0.43,0.8,1.6,0.483,0,0.2,0.077,0.64,0.3,0.3,0.944,0.2,0.9,1.1,0.7,0.4,0.1,0.3,1.5,2.6
"96","Rodney Carney","SF",26,"GSW",25,1,13.2,1.8,4.3,0.421,0.7,1.5,0.459,1.1,2.8,0.4,0.5,0.7,1.1,0.667,0.5,1.4,1.9,0.4,0.4,0.2,0.6,1.3,5
"97","Rodney Carney","SF",26,"MEM",2,0,2.5,0.5,1.5,0.333,0,0.5,0,0.5,1,0.5,0.333,0,0,0.0,0.5,0,0.5,0,0.5,0,0,0,1
"98","DeMarre Carroll","PF",24,"MEM",7,0,5.6,0.6,1.3,0.444,0,0,0.0,0.6,1.3,0.444,0.444,0.3,0.3,1,0.3,0.9,1.1,0.3,0.1,0.1,0,0.7,1.4
"99","DeMarre Carroll","PF",24,"HOU",5,0,2.2,0,0.6,0,0,0,0.0,0,0.6,0,0,0,0,0.0,0,0,0,0.4,0,0,0,0,0
"100","Matt Carroll","SG",30,"CHA",54,1,10.8,1.6,3.7,0.447,0.3,0.9,0.37,1.3,2.8,0.471,0.49,0.7,1,0.769,0.2,1,1.3,0.4,0.3,0.1,0.4,0.8,4.4
"101","Anthony Carter","PG",35,"DEN",14,0,10.9,0.7,2.1,0.333,0.3,0.9,0.333,0.4,1.3,0.333,0.4,0.1,0.1,1,0,0.9,0.9,1.9,0.6,0.1,1,1.4,1.9
"102","Anthony Carter","PG",35,"NYK",19,0,16.3,1.8,4,0.461,0.4,1.5,0.286,1.4,2.5,0.563,0.513,0.3,0.3,1,0.4,1.7,2.1,2.3,0.9,0.3,1.3,1.6,4.4
"103","Vince Carter","SG",34,"ORL",22,22,30.2,5.7,12.1,0.47,1.2,3.5,0.346,4.5,8.5,0.521,0.521,2.5,3.4,0.747,0.5,3.6,4.1,2.9,0.9,0.1,1.6,3.2,15.1
"104","Vince Carter","SG",34,"PHO",51,41,27.2,5.2,12.3,0.422,1.7,4.8,0.366,3.4,7.5,0.458,0.494,1.4,1.9,0.735,0.8,2.8,3.6,1.6,0.9,0.3,1.1,2.4,13.5
"105","Omri Casspi","SF",22,"SAC",71,27,24,3.2,7.7,0.412,1.3,3.5,0.372,1.9,4.2,0.445,0.496,1,1.4,0.673,1,3.3,4.3,1,0.8,0.2,1,1.6,8.6
"106","Mario Chalmers","PG",24,"MIA",70,28,22.6,2.2,5.5,0.399,1.2,3.3,0.359,1,2.2,0.459,0.506,0.8,0.9,0.871,0.2,1.9,2.1,2.5,1.1,0.1,1.3,2.3,6.4
"107","Tyson Chandler","C",28,"DAL",74,74,27.8,3.6,5.5,0.654,0,0,0.0,3.6,5.5,0.654,0.654,2.9,4,0.732,2.8,6.6,9.4,0.4,0.5,1.1,1.2,3.2,10.1
"108","Wilson Chandler","SF",23,"NYK",51,30,34.5,6.4,14,0.461,1.7,4.8,0.351,4.7,9.2,0.518,0.521,1.9,2.3,0.807,1.2,4.7,5.9,1.7,0.7,1.4,1.3,3,16.4
"109","Wilson Chandler","SF",23,"DEN",21,19,30.6,4.8,11.5,0.419,1.2,3.6,0.347,3.6,7.9,0.452,0.473,1.6,2,0.81,0.6,4.4,5,1.6,0.7,1.1,1.8,2.2,12.5
"110","Josh Childress","SG",27,"PHO",54,3,16.6,2.2,4,0.565,0,0.3,0.063,2.2,3.7,0.606,0.568,0.5,1.1,0.492,1.3,1.6,2.9,0.8,0.6,0.4,0.8,1.3,5
"111","Earl Clark","SF",23,"PHO",9,0,8,1.3,3.4,0.387,0,0,0.0,1.3,3.4,0.387,0.387,0.6,1.1,0.5,0.4,1.4,1.9,0.4,0.1,0.3,0.2,0.7,3.2
"112","Earl Clark","SF",23,"ORL",33,0,11.9,1.7,3.8,0.441,0,0.2,0,1.7,3.7,0.459,0.441,0.7,1.1,0.595,1,1.5,2.5,0.2,0.2,0.5,0.8,1.2,4.1
"113","Jarron Collins","C",32,"LAC",23,0,6.8,0.2,0.7,0.333,0,0,0.0,0.2,0.7,0.333,0.333,0.3,0.4,0.7,0.3,0.4,0.7,0,0.2,0,0.2,1,0.7
"114","Jarron Collins","C",32,"POR",5,0,4.8,0.2,1.2,0.167,0,0,0.0,0.2,1.2,0.167,0.167,0,0,0.0,1.4,0,1.4,0.2,0,0,0.4,1,0.4
"115","Jason Collins","C",32,"ATL",49,28,12.1,0.7,1.4,0.479,0,0,1,0.7,1.4,0.471,0.486,0.6,0.8,0.659,0.6,1.5,2.1,0.4,0.2,0.2,0.5,2,2
"116","Sherron Collins","PG",23,"CHA",20,0,3.3,0.4,1.3,0.28,0.1,0.5,0.2,0.3,0.8,0.333,0.32,0.1,0.1,1,0,0.3,0.3,0.4,0.1,0,0.2,0.1,0.9
"117","Darren Collison","PG",23,"IND",79,79,29.9,5,11,0.457,0.5,1.6,0.331,4.5,9.4,0.479,0.481,2.6,2.9,0.871,0.5,2.3,2.8,5.1,1.1,0.2,2.5,1.4,13.2
"118","Nick Collison","C",30,"OKC",71,2,21.5,1.9,3.4,0.566,0,0,0.0,1.9,3.4,0.566,0.566,0.8,1,0.753,1.7,2.8,4.5,1,0.6,0.4,0.8,3,4.6
"119","Mike Conley","PG",23,"MEM",81,81,35.5,5.2,11.8,0.444,1,2.7,0.369,4.2,9.1,0.466,0.486,2.2,3,0.733,0.4,2.7,3,6.5,1.8,0.2,2.2,2.2,13.7
"120","Brian Cook","PF",30,"LAC",40,0,11.2,1.8,4.3,0.424,0.9,2,0.43,1,2.3,0.418,0.524,0.4,0.6,0.625,0.5,1.9,2.4,0.4,0.3,0.3,0.6,1.9,4.8
"121","Daequan Cook","SG",23,"OKC",43,0,13.9,1.8,4.2,0.436,1.5,3.6,0.422,0.3,0.6,0.519,0.616,0.4,0.5,0.8,0.2,1.5,1.7,0.5,0.3,0,0.4,1.2,5.6
"122","Marcus Cousin","C",24,"UTA",4,0,4.5,0.5,0.8,0.667,0,0,0.0,0.5,0.8,0.667,0.667,0,0,0.0,0,0.8,0.8,0,0,0.3,0.3,0.3,1
"123","DeMarcus Cousins","C",20,"SAC",81,62,28.5,5.3,12.4,0.43,0,0.2,0.167,5.3,12.2,0.435,0.432,3.4,5,0.687,2.7,6,8.6,2.5,1,0.8,3.3,4.1,14.1
"124","Jamal Crawford","SG",30,"ATL",76,0,30.2,4.8,11.5,0.421,1.6,4.6,0.341,3.3,6.9,0.474,0.489,2.9,3.4,0.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,14.2
