"","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"56","Earl Boykins","PG",30,"MIL",35,1154,15.1,0.554,0.33,0.292,2.6,5.2,3.9,21.5,1.4,0,13.4,19.9,0.0,2.1,-0.1,2,0.083,0.0,1.6,-3.3,-1.7,0.1
"57","Cedric Bozeman","SG",23,"ATL",23,199,-0.1,0.312,0.333,0.154,1.8,12.3,7,6.9,1.3,0.8,17.8,11.7,0.0,-0.4,0.1,-0.3,-0.077,0.0,-7.2,-1,-8.2,-0.3
"58","Elton Brand","PF",27,"LAC",80,3077,23.1,0.581,0.001,0.381,10.5,18.3,14.5,14.7,1.3,4.5,12.5,24.3,0.0,7.2,4.3,11.5,0.18,0.0,2.7,2.3,5.1,5.5
"59","Ronnie Brewer","SG",21,"UTA",56,675,15.2,0.566,0.047,0.43,6.7,6.8,6.7,5.7,2.9,0.7,9.5,16.8,0.0,1.1,0.7,1.7,0.124,0.0,0.1,-0.2,-0.2,0.3
"60","Primoz Brezec","C",27,"CHA",58,838,9.7,0.474,0.011,0.248,11,15.2,13,4.6,0.7,2.1,11.1,18.5,0.0,0,0.6,0.7,0.038,0.0,-3.7,-1.3,-5.1,-0.6
"61","Andre Brown","PF",25,"SEA",38,271,11.1,0.577,0.014,0.203,11.4,21.4,16.4,1.2,1.2,1.1,26.5,18.4,0.0,-0.2,0.2,0,-0.002,0.0,-5.4,-3.1,-8.5,-0.4
"62","Dee Brown","PG",22,"UTA",49,450,8.6,0.411,0.286,0.378,2.2,8.6,5.4,26.2,2.6,1.3,21.3,14.5,0.0,-0.2,0.5,0.2,0.024,0.0,-3.4,-0.3,-3.7,-0.2
"63","Devin Brown","SG",28,"NOK",58,1662,14.3,0.538,0.409,0.279,3.7,13.9,8.7,14.8,1.4,0.4,12.7,19.6,0.0,2.1,1.5,3.5,0.102,0.0,1.3,-0.3,1,1.2
"64","Kwame Brown","C",24,"LAL",41,1132,13.7,0.573,0.004,0.554,8.4,16.7,12.6,10.2,1.8,3.3,20.2,15,0.0,0.7,1.2,1.9,0.08,0.0,-1.4,2.1,0.7,0.8
"65","P.J. Brown","PF",37,"CHI",72,1456,9.7,0.462,0.005,0.292,10.2,17,13.6,5,0.8,2.8,15.3,17,0.0,-0.4,2.7,2.3,0.075,0.0,-4.5,1.6,-3,-0.4
"66","Shannon Brown","SG",21,"CLE",23,202,7.5,0.455,0.338,0.189,3.4,8.9,6,8.1,1.8,1.2,14.9,21.1,0.0,-0.2,0.3,0.1,0.015,0.0,-4.4,-0.7,-5.1,-0.2
"67","Kobe Bryant","SG",28,"LAL",77,3140,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,0.0,10.8,2.2,13,0.199,0.0,6.1,-1.4,4.7,5.3
"68","Greg Buckner","SG",30,"DAL",76,1372,7.8,0.486,0.344,0.114,3.1,10.6,6.9,7.6,1.8,0.4,11.3,12,0.0,0.4,1.7,2.2,0.076,0.0,-1.5,1,-0.4,0.5
"69","Pat Burke","C",33,"PHO",23,164,9.3,0.424,0.338,0.2,9,23.7,16.7,4.3,0.9,0.9,9,21.3,0.0,-0.1,0.2,0.1,0.015,0.0,-4.6,-2.3,-6.9,-0.2
"70","Caron Butler","SF",26,"WAS",63,2474,18.3,0.537,0.074,0.336,6.6,15.3,10.8,15.9,2.8,0.5,13.9,23.1,0.0,3.4,1.9,5.3,0.103,0.0,1.4,0.5,1.9,2.5
"71","Jackie Butler","C",21,"SAS",11,103,9.6,0.52,0,0.286,7.3,18,12.9,8.1,1,0,20.2,22.8,0.0,-0.1,0.2,0.1,0.047,0.0,-5.4,-0.7,-6.1,-0.1
"72","Rasual Butler","SF",27,"NOK",81,2223,10.8,0.495,0.461,0.11,2.1,11.4,6.7,4.7,1,1.9,7.5,18.3,0.0,0.8,1.8,2.6,0.056,0.0,-1,-0.8,-1.7,0.2
"73","Andrew Bynum","C",19,"LAL",82,1793,15.4,0.593,0.007,0.483,9.2,22.3,15.8,8.2,0.3,5.4,17.6,16.3,0.0,2.3,1.9,4.2,0.112,0.0,-2,1.5,-0.5,0.7
"74","Jose Calderon","PG",25,"TOR",77,1614,19.1,0.588,0.149,0.283,1.5,8.3,4.9,39.7,2,0.2,16.2,19.5,0.0,4,1.5,5.4,0.162,0.0,2.1,-2,0.1,0.9
"75","Marcus Camby","C",32,"DEN",70,2369,19.1,0.519,0.003,0.335,7.9,30.5,19.4,14.1,1.8,7,13.9,15.9,0.0,2.5,5.1,7.6,0.155,0.0,-1.3,6.7,5.3,4.4
"76","Brian Cardinal","PF",29,"MEM",28,313,17.7,0.655,0.518,0.318,5,17.6,11.3,16.1,3.6,0.2,19.2,17.3,0.0,0.7,0.3,0.9,0.144,0.0,2.8,0.1,3,0.4
"77","Rodney Carney","SF",22,"PHI",67,1169,11.4,0.514,0.184,0.222,4,9.1,6.6,3.8,1.7,1.5,9.1,18.7,0.0,0.4,1,1.3,0.055,0.0,-2.1,-1.3,-3.4,-0.4
"78","Matt Carroll","SG",26,"CHA",72,1878,14.6,0.58,0.406,0.316,2.1,11.2,6.5,8.2,1.5,0.4,8.9,19.9,0.0,3.4,1.2,4.6,0.117,0.0,1.4,-1.7,-0.3,0.8
"79","Anthony Carter","PG",31,"DEN",2,37,3.3,0.375,0.25,0,0,9,4.6,41.4,0,1.9,42.9,16.2,0.0,-0.1,0,-0.1,-0.115,0.0,-9.2,-4,-13.2,-0.1
"80","Vince Carter","SG",30,"NJN",82,3126,21.8,0.559,0.273,0.36,4.3,14.2,9.3,25.1,1.4,0.8,10.5,30.8,0.0,7.4,3.1,10.5,0.161,0.0,4.7,-0.6,4.1,4.8
"81","Sam Cassell","PG",37,"LAC",58,1407,17.1,0.506,0.174,0.291,2.3,11.8,7.1,35.3,1.1,0.4,12.5,26.5,0.0,1.7,1,2.8,0.095,0.0,1.4,-2.4,-0.9,0.4
"82","Kelvin Cato","C",32,"NYK",18,95,12.3,0.403,0,0.545,15.2,23.5,19.4,0,1.7,8.4,18,15.9,0.0,-0.1,0.2,0.1,0.036,0.0,-8.1,-0.2,-8.3,-0.2
"83","Tyson Chandler","C",24,"NOK",73,2525,17,0.62,0.002,0.429,14.3,27.3,20.7,4.1,0.8,4.1,18.5,12.3,0.0,4.1,3.8,7.9,0.15,0.0,-0.3,2.8,2.5,2.9
"84","Josh Childress","SG",23,"ATL",55,2024,16.2,0.586,0.149,0.405,7.2,13.1,10.1,10.8,1.5,1.4,11.6,15.7,0.0,4.1,1.4,5.5,0.13,0.0,1.6,0.4,2,2
"85","Doug Christie","SG",36,"LAC",7,82,4.1,0.355,0.353,0.176,4.4,11.6,8,14.6,1.9,0.9,21.4,13.1,0.0,-0.1,0.1,-0.1,-0.031,0.0,-5.3,0,-5.3,-0.1
"86","Speedy Claxton","PG",28,"ATL",42,1054,7.3,0.363,0.101,0.216,1.4,8,4.6,28.1,3.6,0.3,19.8,16.6,0.0,-1.8,1,-0.7,-0.034,0.0,-4.6,-0.5,-5.1,-0.8
"87","Jarron Collins","C",28,"UTA",82,913,8,0.494,0,0.488,9.5,13.3,11.4,9.5,0.7,0.7,15.2,12,0.0,0.7,0.6,1.3,0.067,0.0,-2,-0.2,-2.2,-0.1
"88","Jason Collins","PF",28,"NJN",80,1844,3,0.408,0.013,0.841,5.8,14.4,10.1,3.5,1.1,1.6,26.1,7.1,0.0,-1.3,1.9,0.6,0.015,0.0,-5.5,2.1,-3.5,-0.7
"89","Mardy Collins","SF",22,"NYK",52,777,9.2,0.445,0.206,0.36,4.3,11.5,8,17.4,2.2,0.3,17.8,18.8,0.0,-0.6,0.6,0,0.002,0.0,-3.1,-0.5,-3.7,-0.3
"90","Nick Collison","C",26,"SEA",82,2378,14.2,0.546,0.003,0.313,11.4,22.2,16.8,5.4,1.1,2.1,14.5,16.2,0.0,2.8,1.8,4.6,0.093,0.0,-1.1,0.3,-0.8,0.7
"91","Will Conroy","SG",24,"MEM",3,17,4.2,0.0,0.0,0.0,7,7,7,7.8,0,0,0.0,0,0.0,0,0,0,0.035,0.0,-2.9,-0.1,-3.1,0
"92","Will Conroy","PG",24,"LAC",4,35,-0.4,0,0,1.333,6.9,10.2,8.6,31.3,0,0,29.6,8.9,0.0,-0.1,0,-0.1,-0.108,0.0,-8.3,-2.1,-10.4,-0.1
"93","Brian Cook","PF",26,"LAL",65,1018,14.8,0.525,0.282,0.115,7.1,17.6,12.4,10.8,1.3,2,10.6,21.2,0.0,0.9,0.8,1.8,0.083,0.0,-0.6,-1.3,-1.9,0
"94","Jamal Crawford","SG",26,"NYK",59,2198,14.5,0.517,0.363,0.307,2.4,7.8,5.1,20.9,1.4,0.3,13.9,24.1,0.0,2.3,0.9,3.1,0.069,0.0,1.4,-2,-0.6,0.7
"95","Austin Croshere","PF",31,"DAL",61,727,10.9,0.463,0.41,0.234,5.6,24.8,15.4,9.2,1,0.6,11.9,17.8,0.0,0.1,1.1,1.3,0.083,0.0,-2.4,0,-2.4,-0.1
"96","Eddy Curry","C",24,"NYK",81,2849,17,0.603,0.001,0.649,8.2,15.5,11.9,4.6,0.6,1.1,18.4,25.5,0.0,3.1,1.6,4.7,0.079,0.0,-0.8,-2.1,-2.9,-0.6
"97","Samuel Dalembert","C",25,"PHI",82,2535,16.1,0.581,0.003,0.34,11.3,23.3,17.4,4.2,1,4.8,17.5,16.7,0.0,2.5,3.6,6.2,0.117,0.0,-1.5,2.1,0.6,1.6
"98","Erick Dampier","C",31,"DAL",76,1915,14.9,0.642,0,0.572,14,21.5,17.8,3.5,0.7,3.3,20.4,12.8,0.0,3.3,3.1,6.4,0.16,0.0,0,2,2,1.9
"99","Antonio Daniels","SG",31,"WAS",80,1761,15,0.572,0.162,0.643,1.1,8.9,4.9,24.3,1.1,0.4,12.1,14.2,0.0,4.1,0.2,4.3,0.116,0.0,0.3,-2.8,-2.6,-0.2
"100","Marquis Daniels","SG",26,"IND",45,800,11.6,0.506,0.093,0.285,3.7,8.3,5.9,12.6,1.8,0.7,14.8,20.8,0.0,-0.1,0.7,0.6,0.036,0.0,-2.7,-1,-3.7,-0.4
"101","Baron Davis","PG",27,"GSW",63,2221,21,0.53,0.272,0.358,2.5,11.3,6.8,36.9,2.9,1,13.9,26.5,0.0,4.1,2.3,6.4,0.139,0.0,3.5,0,3.4,3.1
"102","Dale Davis","C",37,"DET",46,464,13.2,0.486,0,0.351,15.1,20,17.5,3.9,1.2,5.7,14.9,10.3,0.0,0.5,0.8,1.3,0.132,0.0,-2.6,3.1,0.5,0.3
"103","Paul Davis","C",22,"LAC",31,180,11.2,0.452,0,0.192,14.1,15.2,14.6,6.4,1.8,2.2,12.4,16.5,0.0,0,0.2,0.2,0.066,0.0,-3.1,-0.2,-3.4,-0.1
"104","Ricky Davis","SF",27,"MIN",81,3021,15.9,0.566,0.285,0.262,2.2,10.1,6.2,21.9,1.4,0.6,14.7,21.9,0.0,3.9,1.9,5.7,0.091,0.0,1.8,-1,0.9,2.2
"105","Carlos Delfino","SG",24,"DET",82,1372,12.8,0.515,0.367,0.237,5.8,17.2,11.5,10.2,1.8,0.5,12.8,16.5,0.0,1,1.9,2.9,0.101,0.0,-0.7,0.4,-0.4,0.6
"106","Luol Deng","SF",21,"CHI",82,3071,18.7,0.56,0.006,0.295,5.5,15.9,10.8,11.8,1.6,1.2,10,22.2,0.0,5.7,5.6,11.3,0.176,0.0,0.8,1.9,2.7,3.6
"107","Boris Diaw","PF",24,"PHO",73,2268,13,0.57,0.079,0.211,4.9,11,8.1,21.7,0.6,1.2,19.9,15.4,0.0,3,1.5,4.6,0.097,0.0,0.2,0.8,1,1.7
"108","Yakhouba Diawara","SG",24,"DEN",64,1177,5.3,0.45,0.582,0.182,2.6,7.8,5.3,6.5,1.3,0.4,10.5,12.8,0.0,-0.2,0.8,0.5,0.021,0.0,-2.3,-0.8,-3.1,-0.3
"109","Dan Dickau","PG",28,"POR",50,444,12.2,0.476,0.404,0.351,1.9,10.3,6,26.3,1.7,0.2,13.4,21.3,0.0,0.3,0.2,0.4,0.048,0.0,-0.2,-2.9,-3.1,-0.1
"110","Travis Diener","PG",24,"ORL",26,288,11.6,0.566,0.625,0.188,1.3,6.3,3.9,20,0.7,0,13.1,16,0.0,0.5,0.2,0.7,0.113,0.0,1,-3.5,-2.6,0
"111","Ike Diogu","PF",23,"GSW",17,222,18.4,0.601,0,0.53,10.2,21.2,15.6,3.6,0.7,3.8,15,23.1,0.0,0.4,0.2,0.6,0.137,0.0,-2.9,-1.8,-4.7,-0.2
"112","Ike Diogu","PF",23,"IND",42,538,13.5,0.539,0,0.525,11.4,18.8,15,6.5,0.5,2.1,17.9,22.8,0.0,0.3,0.6,0.9,0.076,0.0,-3.5,-1.4,-4.9,-0.4
"113","DeSagana Diop","C",25,"DAL",81,1480,10.6,0.503,0.007,0.57,13.8,21.6,17.8,2.8,1.4,5.8,25,7.9,0.0,0.7,3.1,3.8,0.123,0.0,-2.3,4.7,2.4,1.7
"114","Juan Dixon","SG",28,"POR",55,1243,11.2,0.515,0.322,0.162,1.6,7,4.3,11.6,2.1,0.4,13.9,20.9,0.0,0.1,0.5,0.6,0.023,0.0,-0.8,-1.8,-2.6,-0.2
"115","Juan Dixon","SG",28,"TOR",26,683,12.9,0.517,0.32,0.17,1.9,10.8,6.3,9.9,2,0.2,7.9,20.5,0.0,0.4,0.7,1.1,0.076,0.0,-0.2,-0.7,-0.9,0.2
"116","Michael Doleac","C",29,"MIA",56,698,11,0.518,0.006,0.234,7.6,18.3,13.1,5.1,1.4,1.7,13.5,15.1,0.0,0.3,0.9,1.2,0.086,0.0,-3.9,0.2,-3.6,-0.3
"117","Keyon Dooling","SG",26,"ORL",66,1435,11.1,0.501,0.21,0.308,1.9,5.4,3.7,13.1,1.9,0.8,12.2,19.1,0.0,0.7,1.4,2.1,0.071,0.0,-1.4,-1,-2.4,-0.2
"118","Quincy Douby","PG",22,"SAC",42,359,9,0.449,0.397,0.119,3.5,8.7,6,6.9,2.1,0.9,10.2,18.5,0.0,-0.3,0.3,0,-0.006,0.0,-3.4,-1.7,-5.1,-0.3
"119","Chris Duhon","PG",24,"CHI",78,1906,11.9,0.529,0.507,0.209,1.4,8.7,5.1,24.4,1.9,0.2,16.6,14.8,0.0,1.9,3,4.8,0.121,0.0,-0.1,0.1,0,1
"120","Tim Duncan","C",30,"SAS",80,2726,26.1,0.579,0.008,0.502,9.8,27,18.8,18.8,1.3,5.1,14,27.9,0.0,6.3,6.8,13,0.23,0.0,2,5.1,7.1,6.3
"121","Mike Dunleavy","PF",26,"GSW",39,1051,14.6,0.538,0.281,0.273,4.1,15.7,9.8,16.7,1.8,0.9,14.6,19.7,0.0,1,0.9,1.9,0.086,0.0,-0.3,0,-0.3,0.4
"122","Mike Dunleavy","SG",26,"IND",43,1529,13.8,0.544,0.25,0.35,3.3,15.4,9.2,12.4,1.6,0.5,12.3,18.5,0.0,1.6,1.6,3.2,0.102,0.0,0.1,0.4,0.6,1
