"","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"29","Renaldo Balkman","PF",24,"DEN",53,780,16.8,0.585,0.036,0.33,13.2,16.9,15.1,6.9,3.1,2.3,13.4,14.9,0.0,1.3,1.3,2.6,0.162,0.0,0.5,2.2,2.7,0.9
"30","Marcus Banks","PG",27,"MIA",16,166,8.7,0.461,0.359,0.385,0,10.9,5.4,19.8,3.2,1,19.4,16,0.0,-0.1,0.2,0.1,0.023,0.0,-4.4,0.1,-4.3,-0.1
"31","Marcus Banks","PG",27,"TOR",6,40,4,0.362,0.278,0.167,3,5.8,4.4,24.2,1.3,0,13.4,25.7,0.0,-0.1,0,-0.1,-0.139,0.0,-5.6,-4.1,-9.7,-0.1
"32","Leandro Barbosa","SG",26,"PHO",70,1705,19.4,0.588,0.316,0.256,2.4,9.7,6.2,14.9,2.4,0.3,9.9,24.2,0.0,4,1,5,0.141,0.0,3.2,-2,1.2,1.4
"33","J.J. Barea","SG",24,"DAL",79,1600,13.4,0.516,0.276,0.167,2.6,10,6.4,26.4,1.2,0.2,14.9,20.2,0.0,1.2,1,2.2,0.066,0.0,-0.1,-1.7,-1.9,0.1
"34","Andrea Bargnani","PF",23,"TOR",78,2453,14.6,0.559,0.304,0.278,3.4,16.4,10,6.4,0.7,3.1,11.2,22.7,0.0,1.8,2,3.9,0.076,0.0,-0.4,-0.5,-0.8,0.7
"35","Matt Barnes","PF",28,"PHO",77,2082,12.6,0.537,0.506,0.202,4.6,18.5,11.8,14.2,1.2,0.9,15,18.3,0.0,1.6,1.4,3,0.069,0.0,0.9,-0.4,0.5,1.3
"36","Brent Barry","SG",37,"HOU",56,857,9.2,0.575,0.762,0.116,2.4,10.1,6.4,13.7,1.5,0.3,21,12.4,0.0,0.4,1.1,1.5,0.082,0.0,-0.9,0.4,-0.5,0.3
"37","Brandon Bass","C",23,"DAL",81,1574,16.4,0.571,0.012,0.413,9.5,17.2,13.4,4.3,0.9,2.6,12.5,20,0.0,2.5,1.6,4.1,0.124,0.0,-1.6,-0.6,-2.1,-0.1
"38","Maceo Baston","PF",33,"IND",27,217,12.3,0.579,0.022,0.587,11.1,15.4,13.2,4.6,1.4,3.4,17.2,14,0.0,0.2,0.2,0.5,0.105,0.0,-2.4,0.6,-1.7,0
"39","Tony Battie","PF",32,"ORL",77,1202,11.9,0.518,0.028,0.254,8.9,17,13,4.2,1.1,1.5,11.4,15.6,0.0,0.7,2.1,2.8,0.113,0.0,-3.4,1.2,-2.2,0
"40","Shane Battier","SG",30,"HOU",60,2031,10.7,0.568,0.669,0.189,3.1,12.9,8.2,10,1.3,1.9,11.3,9.9,0.0,2.3,2.9,5.2,0.123,0.0,0.4,3,3.4,2.8
"41","Nicolas Batum","SF",20,"POR",79,1454,12.9,0.555,0.465,0.144,7,11.8,9.4,7.8,1.9,2.2,11.5,14,0.0,2.1,1.6,3.7,0.123,0.0,1.2,1.3,2.5,1.7
"42","Jerryd Bayless","PG",20,"POR",53,655,8.2,0.487,0.143,0.545,1.5,9.4,5.4,18.2,1.4,0.2,19.3,20.9,0.0,-0.2,0.5,0.3,0.019,0.0,-3.8,-1.6,-5.4,-0.6
"43","Michael Beasley","PF",20,"MIA",81,2009,17.2,0.528,0.085,0.252,6.5,19.8,13.1,7.7,1.1,1.5,10.2,27.7,0.0,1.2,2.2,3.4,0.081,0.0,-2.4,-1.9,-4.3,-1.2
"44","Marco Belinelli","SG",22,"GSW",42,882,11.8,0.547,0.413,0.164,1.2,7.5,4.4,15.3,2,0.1,14.8,19.3,0.0,0.4,0.1,0.5,0.028,0.0,-0.2,-3,-3.2,-0.3
"45","Charlie Bell","SG",29,"MIL",70,1783,9.8,0.525,0.458,0.153,2,7.1,4.4,13.3,1.5,0.3,12,16,0.0,0.9,1.2,2.2,0.059,0.0,-0.4,-1,-1.5,0.2
"46","Raja Bell","SG",32,"PHO",22,712,8.5,0.569,0.531,0.119,1.4,8.8,5.2,5.5,0.9,0.2,8.8,12.6,0.0,0.7,0.1,0.8,0.054,0.0,0.7,-1.6,-0.9,0.2
"47","Raja Bell","SG",32,"CHA",45,1603,11.7,0.541,0.349,0.16,2.6,11.2,6.9,12.2,1.3,0.3,11.1,18,0.0,1.3,1.5,2.8,0.083,0.0,0,-0.2,-0.2,0.7
"48","Mike Bibby","PG",30,"ATL",79,2740,16.3,0.544,0.426,0.17,1.6,10.3,6,24.2,1.9,0.3,10.6,20.6,0.0,4.4,2.5,6.9,0.121,0.0,2.6,-0.9,1.7,2.6
"49","Andris Biedrins","C",22,"GSW",62,1863,19.1,0.585,0.002,0.405,13,27.4,20.2,10,1.7,3.6,14.9,16.9,0.0,3.3,2.1,5.4,0.139,0.0,0.6,1.9,2.6,2.1
"50","Chauncey Billups","PG",32,"DET",2,70,17.5,0.492,0.333,0.476,1.7,15.5,8.5,33,2.4,1.1,13.6,20,0.0,0.1,0.1,0.2,0.124,0.0,0.3,0.1,0.4,0
"51","Chauncey Billups","PG",32,"DEN",77,2719,18.8,0.595,0.407,0.467,1.4,8.2,4.9,28.8,1.7,0.5,13,21.8,0.0,7.8,2.1,9.9,0.176,0.0,4.3,-1.7,2.5,3.1
"52","Steve Blake","PG",28,"POR",69,2188,14.4,0.557,0.507,0.116,1.6,8.4,4.9,25.1,1.7,0.1,13.7,17,0.0,4.1,1.7,5.8,0.128,0.0,2.7,-1.1,1.7,2
"53","Andray Blatche","C",22,"WAS",71,1703,15,0.508,0.033,0.257,8.5,17.9,13,11.8,1.6,3.5,14.3,21.9,0.0,0.2,1.2,1.4,0.039,0.0,-1.9,0.4,-1.5,0.2
"54","Mark Blount","C",33,"MIA",20,207,8.7,0.472,0.346,0.167,5.7,18.1,11.8,3.1,0.3,2.8,14.3,22.2,0.0,-0.3,0.2,-0.1,-0.024,0.0,-6.1,-2.9,-9,-0.4
"55","Keith Bogans","SG",28,"ORL",36,787,8,0.509,0.72,0.137,2.2,13.4,7.9,5.9,1.5,0.2,9.3,12,0.0,0.3,1.2,1.5,0.093,0.0,-1.4,1.4,0,0.4
"56","Keith Bogans","SG",28,"MIL",29,485,12.5,0.535,0.617,0.221,3.7,19.1,11.1,10.5,2.1,0.3,11.9,17.2,0.0,0.4,0.6,1,0.101,0.0,-0.1,-0.1,-0.2,0.2
"57","Andrew Bogut","C",24,"MIL",36,1124,16.2,0.586,0,0.309,11.8,27.7,19.4,10.7,1.1,2.7,19.3,17.8,0.0,1,1.6,2.6,0.112,0.0,-0.9,2.6,1.7,1
"58","Matt Bonner","PF",28,"SAS",81,1928,15,0.611,0.5,0.043,6.1,17.6,11.9,6.8,1.3,1,6.3,14.6,0.0,3.8,3,6.8,0.169,0.0,1.6,0.9,2.6,2.2
"59","Josh Boone","C",24,"NJN",62,995,13.3,0.513,0,0.397,12.3,18.7,15.4,5,1.2,3.9,11,13.3,0.0,0.9,0.9,1.8,0.089,0.0,-2.4,1.1,-1.3,0.2
"60","Calvin Booth","C",32,"MIN",1,1,39.8,0.0,0.0,0.0,100,0,58.5,0,0,0,0.0,0,0.0,0,0,0,0.475,0.0,14.7,-9.1,5.6,0
"61","Calvin Booth","C",32,"SAC",7,55,10.9,0.592,0,0.8,8.4,12.8,10.6,0,0.9,2.7,6.9,11.8,0.0,0.1,0,0.1,0.099,0.0,-3.6,-3.9,-7.5,-0.1
"62","Carlos Boozer","PF",27,"UTA",37,1197,17.2,0.523,0,0.271,11.1,27.3,19.2,11.4,1.7,0.5,12.1,24.4,0.0,0.9,1.7,2.6,0.105,0.0,-0.7,0.6,-0.1,0.6
"63","Chris Bosh","C",24,"TOR",77,2928,22.1,0.569,0.039,0.489,8.7,22.1,15.5,11.6,1.2,2,10.2,26.9,0.0,6.6,3.1,9.7,0.159,0.0,2,0.5,2.4,3.3
"64","Bruce Bowen","SF",37,"SAS",80,1506,5.4,0.539,0.524,0.139,1.3,10.1,5.7,3.7,1.3,0.6,11.2,7.2,0.0,0.3,1.9,2.2,0.07,0.0,-3,1.6,-1.3,0.2
"65","Ryan Bowen","SF",33,"NOH",21,219,10.8,0.585,0,0.132,5.5,7.7,6.6,6.5,3.5,1.9,11.1,9.9,0.0,0.2,0.3,0.6,0.125,0.0,-1.6,2.7,1.1,0.2
"66","Elton Brand","PF",29,"PHI",29,920,14.6,0.484,0,0.296,9.9,23.2,16.5,6.9,1,3.9,14.2,23.8,0.0,-0.4,1.3,0.9,0.047,0.0,-3.7,0.9,-2.8,-0.2
"67","Corey Brewer","SF",22,"MIN",15,307,11.2,0.473,0.133,0.211,6.6,12.3,9.3,12.9,2.6,0.8,11.7,16.3,0.0,0.1,0.3,0.3,0.052,0.0,-1.6,0.8,-0.8,0.1
"68","Ronnie Brewer","SF",23,"UTA",81,2605,16.1,0.565,0.103,0.425,4.6,9.1,6.9,10.9,2.7,0.9,10.1,18.8,0.0,3.9,2.9,6.8,0.126,0.0,1,1,2,2.7
"69","Aaron Brooks","PG",24,"HOU",80,1998,12.9,0.521,0.395,0.22,2,7,4.6,20.2,1.2,0.3,12.7,22.9,0.0,1.4,2.2,3.6,0.086,0.0,0.2,-1.5,-1.3,0.4
"70","Andre Brown","PF",27,"CHA",4,41,-1.5,0.254,0,0.286,21.3,15,18.1,3.5,1.3,0,38.8,14.8,0.0,-0.2,0,-0.1,-0.122,0.0,-8.9,-0.4,-9.3,-0.1
"71","Bobby Brown","SG",24,"SAC",47,675,7.7,0.468,0.381,0.138,1.4,4.9,3.1,21.1,1.1,0.1,15.2,20.5,0.0,-0.5,-0.2,-0.7,-0.047,0.0,-3,-5.1,-8.1,-1
"72","Bobby Brown","PG",24,"MIN",21,256,11.9,0.496,0.319,0.08,2.6,4.8,3.7,20.5,1.2,0.6,12,23.4,0.0,0,0.1,0.1,0.017,0.0,-0.9,-3.8,-4.7,-0.2
"73","Dee Brown","PG",24,"WAS",17,233,7.8,0.452,0.455,0.068,3.4,10.9,7.1,20.6,2.3,0,23.6,11.6,0.0,-0.1,0.1,0,-0.006,0.0,-2.9,-1.3,-4.2,-0.1
"74","Dee Brown","PG",24,"PHO",2,28,-2.9,0.425,0.8,0.4,0,4,2.1,13.1,0,0,33.8,14,0.0,-0.1,0,-0.1,-0.116,0.0,-6,-4.5,-10.5,-0.1
"75","Devin Brown","SG",30,"NOH",63,869,9.7,0.459,0.31,0.319,4.3,12.2,8.3,10.2,2,0.5,13.1,22.8,0.0,-0.8,1,0.1,0.007,0.0,-3.8,-1.3,-5,-0.7
"76","Kwame Brown","C",26,"DET",58,999,11.5,0.546,0,0.722,10.7,24,17.2,4.9,1.3,1.9,18.3,13,0.0,0.5,1.4,1.9,0.093,0.0,-3.1,1.2,-1.9,0
"77","Shannon Brown","SG",23,"CHA",30,341,12.1,0.529,0.228,0.244,2.9,5.8,4.4,14.8,2.9,1.2,17.6,22.9,0.0,-0.1,0.4,0.3,0.041,0.0,-2.6,-0.6,-3.3,-0.1
"78","Shannon Brown","SG",23,"LAL",18,136,15,0.631,0.214,0.214,2.5,13.9,8.3,10.9,1.5,1.1,16.4,17.8,0.0,0.2,0.2,0.4,0.131,0.0,-1.2,-0.7,-1.9,0
"79","Kobe Bryant","SG",30,"LAL",82,2960,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1,9.7,32.2,0.0,8.6,4,12.7,0.206,0.0,4.8,-0.2,4.5,4.9
"80","Greg Buckner","SF",32,"MEM",63,878,6.3,0.456,0.321,0.157,4.4,13.9,9.1,9.9,1.8,0.7,18.3,11.1,0.0,-0.4,0.7,0.3,0.019,0.0,-3.6,0.4,-3.2,-0.3
"81","Caron Butler","SG",28,"WAS",67,2585,18.8,0.552,0.194,0.371,5.2,13.8,9.4,19.7,2.2,0.6,14.3,25.9,0.0,3.4,1.1,4.5,0.083,0.0,2.6,-0.8,1.8,2.5
"82","Rasual Butler","SF",29,"NOH",82,2614,11.8,0.541,0.447,0.137,2.3,10.2,6.3,4.8,1.1,2,6.5,16.8,0.0,2.2,2.4,4.6,0.084,0.0,-0.3,-0.2,-0.5,1
"83","Andrew Bynum","C",21,"LAL",50,1446,20,0.598,0,0.428,10.8,20.1,15.6,7.7,0.6,4.8,12.5,20.7,0.0,3.2,2.3,5.5,0.184,0.0,0.2,1.6,1.9,1.4
"84","Will Bynum","PG",26,"DET",57,803,17.4,0.52,0.056,0.348,2.8,8.4,5.5,35.3,2.3,0.2,16.2,27.9,0.0,0.5,0.8,1.3,0.078,0.0,0.2,-1.9,-1.7,0.1
"85","Jose Calderon","PG",27,"TOR",68,2333,18.8,0.613,0.314,0.239,0.8,8.9,4.9,41,1.7,0.2,16.7,16.9,0.0,6.2,1.3,7.5,0.154,0.0,3.3,-2.4,0.9,1.7
"86","Marcus Camby","C",34,"LAC",62,1925,18.7,0.556,0.008,0.367,9.4,32.7,20.7,10.8,1.4,5.1,13.9,15.8,0.0,2.3,2.9,5.2,0.129,0.0,-2,3.7,1.8,1.8
"87","Brian Cardinal","PF",31,"MIN",64,909,8.1,0.515,0.544,0.207,4.8,13.8,9.1,12.3,2.1,1.1,20.7,11.5,0.0,0.1,0.7,0.9,0.045,0.0,-1.8,1,-0.8,0.3
"88","Rodney Carney","SG",24,"MIN",67,1199,12.1,0.532,0.534,0.156,3.4,9.1,6.1,3.6,2,1.9,8.7,18.6,0.0,0.7,0.8,1.5,0.059,0.0,-0.2,-1.2,-1.5,0.2
"89","Matt Carroll","SG",28,"CHA",34,475,7,0.475,0.326,0.138,1.3,12.9,7.2,8.4,2.1,0.9,15.1,17.1,0.0,-0.5,0.6,0.1,0.015,0.0,-4.5,0.2,-4.3,-0.3
"90","Matt Carroll","SG",28,"DAL",21,141,0.5,0.351,0.242,0.182,1.6,9.7,5.7,2.9,1.1,0.5,16.4,13.9,0.0,-0.3,0.1,-0.2,-0.084,0.0,-7.8,-1.2,-9,-0.2
"91","Anthony Carter","PG",33,"DEN",78,1787,10.8,0.49,0.228,0.202,2.7,10.4,6.7,29.9,2.7,0.6,26.9,14.3,0.0,-0.3,2.1,1.8,0.047,0.0,-2.2,0.3,-1.8,0.1
"92","Vince Carter","SG",32,"NJN",80,2946,19.3,0.545,0.291,0.305,3,13.8,8.3,23.7,1.5,1.1,9.8,26.8,0.0,5.7,1.8,7.5,0.123,0.0,3.5,-0.9,2.5,3.4
"93","Mario Chalmers","PG",22,"MIA",82,2626,13.3,0.548,0.47,0.292,1.7,8.8,5.2,23.5,3.3,0.2,18.1,16.3,0.0,2.1,3.1,5.2,0.095,0.0,0.4,0.3,0.8,1.8
"94","Tyson Chandler","C",26,"NOH",45,1445,13.4,0.581,0,0.47,13.7,19.2,16.4,2.4,0.6,3.3,17,13.7,0.0,1.7,1.7,3.4,0.114,0.0,-1.8,0.9,-0.9,0.4
"95","Wilson Chandler","SF",21,"NYK",82,2735,12.9,0.515,0.298,0.204,3.5,14.7,8.9,9.9,1.3,2,10.8,20.5,0.0,1,2.1,3.1,0.054,0.0,-1.2,0.3,-0.9,0.8
"96","Speedy Claxton","PG",30,"ATL",2,15,5.7,0.317,0,0.286,0,0,0,32.4,0,0,0,24.6,0.0,0,0,0,-0.083,0.0,-8.3,-10.7,-19.1,-0.1
"97","Jarron Collins","C",30,"UTA",26,201,5.8,0.502,0,0.314,11.9,10.1,11,4.9,0.5,0.4,18.4,10.9,0.0,0.1,0.1,0.2,0.047,0.0,-2.9,-1,-3.9,-0.1
"98","Jason Collins","C",30,"MIN",31,422,3.3,0.346,0,0.4,7.5,12.1,9.7,3.7,1.1,2.4,12.7,10.1,0.0,-0.4,0.3,-0.2,-0.018,0.0,-5.7,0.9,-4.8,-0.3
"99","Mardy Collins","SG",24,"NYK",9,75,5,0.371,0.13,0.391,2.8,9.1,5.8,19.3,1.3,0,15.6,18.5,0.0,-0.2,0,-0.1,-0.077,0.0,-6.6,-2.1,-8.7,-0.1
"100","Mardy Collins","PG",24,"LAC",39,815,9.9,0.481,0.125,0.165,4,10.2,7,19.9,1.9,0.9,18.1,16.4,0.0,-0.3,0.4,0.1,0.004,0.0,-3.3,-0.6,-3.8,-0.4
"101","Nick Collison","C",28,"OKC",71,1831,14.8,0.599,0.005,0.318,11.2,19.7,15.4,5.8,1.4,2,13,13.5,0.0,3,2,5,0.13,0.0,-0.5,1,0.6,1.2
"102","Mike Conley","PG",21,"MEM",82,2508,14.3,0.548,0.297,0.27,1.2,12.5,6.8,23.7,1.9,0.3,14.9,17.9,0.0,2.7,1.9,4.5,0.086,0.0,0.5,-0.7,-0.2,1.1
"103","Brian Cook","PF",28,"ORL",21,146,7.6,0.495,0.417,0.1,4.8,15.8,10.4,4.7,1.1,0,14.9,23.3,0.0,-0.2,0.2,0.1,0.019,0.0,-4.5,-2,-6.5,-0.2
"104","Brian Cook","PF",28,"HOU",9,25,7.4,0.375,0.313,0,4.9,17.9,11.7,7.3,0,8.7,11.1,33.5,0.0,-0.1,0,-0.1,-0.12,0.0,-9.6,-0.2,-9.8,0
"105","Daequan Cook","SF",21,"MIA",75,1833,10.3,0.512,0.612,0.087,1.2,11.2,6.2,6.2,1.1,0.4,5.9,18.2,0.0,0.9,1.3,2.2,0.056,0.0,-0.7,-2.3,-3,-0.5
"106","Jamal Crawford","SG",28,"NYK",11,392,15.7,0.571,0.456,0.272,0.5,4.3,2.4,20,1.1,0,12.1,23.9,0.0,0.6,0.1,0.7,0.083,0.0,1.7,-4,-2.3,0
"107","Jamal Crawford","PG",28,"GSW",54,2087,15,0.541,0.372,0.349,1.1,8.1,4.6,17.8,1.1,0.4,11,22.6,0.0,2.7,-0.1,2.7,0.061,0.0,1.7,-3.2,-1.6,0.2
"108","Joe Crawford","SF",22,"NYK",2,23,10.8,0.414,0.4,0.2,4.6,14.8,9.5,6.5,2.2,0,0,20.6,0.0,0,0,0,0.037,0.0,-3,-2.6,-5.6,0
"109","Javaris Crittenton","SG",21,"MEM",7,44,13.2,0.479,0.067,0.733,11,5.7,8.4,20.1,1.2,0,13.1,24.3,0.0,0,0,0,0.025,0.0,-1,-3.3,-4.3,0
"110","Javaris Crittenton","PG",21,"WAS",56,1130,10.3,0.488,0.052,0.3,5.4,11.4,8.3,19.7,1.8,0.4,20.5,15.5,0.0,-0.3,0.3,0,0,0.0,-2.6,-1,-3.6,-0.5
"111","Austin Croshere","PF",33,"MIL",11,77,17.2,0.517,0.367,0.367,10.3,27.3,18.4,12.9,0.7,1.1,10.3,22.6,0.0,0.1,0.1,0.2,0.117,0.0,-0.2,-1.3,-1.5,0
"112","Austin Croshere","PF",33,"SAS",3,23,4.3,0.212,0.444,0.111,21,30.7,25.9,19.3,0,0,17.5,24.1,0.0,-0.1,0,-0.1,-0.166,0.0,-7.4,-0.1,-7.5,0
"113","Eddy Curry","C",26,"NYK",3,12,2.8,0.753,0,1.5,0,37.7,18.2,0,0,0,37.6,19.3,0.0,0,0,0,-0.064,0.0,-11.5,-5.8,-17.3,0
"114","Samuel Dalembert","C",27,"PHI",82,2036,13.2,0.535,0.005,0.286,12.5,28.9,20.6,1.4,0.9,5.8,19.3,13.6,0.0,0.5,3.5,4,0.095,0.0,-4.2,1.7,-2.5,-0.3
"115","Erick Dampier","C",33,"DAL",80,1836,15.7,0.664,0,0.504,13.6,21.6,17.7,6.1,0.7,3.8,17.8,10.4,0.0,3.9,2.3,6.1,0.161,0.0,0.4,2.5,2.9,2.3
"116","Antonio Daniels","PG",33,"WAS",13,288,10.8,0.554,0.244,0.733,0,9.2,4.5,23.4,1.3,0,17.9,11.5,0.0,0.3,0,0.3,0.053,0.0,-2.1,-3.1,-5.2,-0.2
"117","Antonio Daniels","PG",33,"NOH",61,733,12.6,0.531,0.257,0.351,0.8,8.2,4.5,28.3,1.4,0.1,18.2,17.7,0.0,0.6,0.6,1.1,0.074,0.0,-2.2,-2.7,-4.9,-0.5
"118","Marquis Daniels","SF",28,"IND",54,1700,12.8,0.491,0.131,0.187,5.1,11,8,10.7,1.8,1.1,11.2,21.5,0.0,-0.1,1.4,1.3,0.037,0.0,-1.6,-0.3,-1.9,0
"119","Jermareo Davidson","SF",24,"GSW",14,111,12.3,0.494,0,0.486,9.8,23.5,16.7,1.4,0.9,1.9,10.5,18.3,0.0,0,0.1,0.1,0.036,0.0,-5.4,-4.1,-9.4,-0.2
"120","Baron Davis","PG",29,"LAC",65,2248,14.5,0.46,0.342,0.219,2.3,10.2,6.1,38.1,2.5,1.2,15.5,25.2,0.0,-0.9,1.5,0.6,0.013,0.0,0.5,-1,-0.5,0.9
"121","Glen Davis","C",23,"BOS",76,1637,10.7,0.502,0.011,0.396,9.4,12.8,11.2,6.5,1.7,0.9,11.8,17.1,0.0,1,2.7,3.7,0.108,0.0,-2.1,1.1,-1,0.4
"122","Paul Davis","PF",24,"LAC",27,320,10.7,0.474,0.01,0.347,9.8,14.5,12.1,6.1,1.6,0.7,10.3,17.9,0.0,0.1,0.2,0.2,0.037,0.0,-3.9,-1.7,-5.6,-0.3
